Group.1	EM1_HollowSurf	EM1_Hollow5cm	EM1_Hollow20cm	EM1_Hollow40cm	EM1_Hollow80cm	EM1_Hollow160cm	EM1_Hollow200cm
959	13.83416667	13.49916667	12.92229167	12.151875	10.33854167	7.094958333	6.293145833
960	14.299375	13.89958333	13.074375	12.14104167	10.34458333	7.140416667	6.332083333
961	15.63645833	14.70770833	13.275	12.15666667	10.34333333	7.1715	6.356916667
962	17.37729167	15.88333333	13.631875	12.21270833	10.33354167	7.2019375	6.3835
963	17.92729167	16.473125	14.08333333	12.36729167	10.37041667	7.271520833	6.449270833
964	18.24479167	17.01645833	14.51375	12.49833333	10.33604167	7.261833333	6.434708333
965	15.01395833	15.27375	14.58791667	12.69791667	10.36625	7.308020833	6.481979167
966	13.8325	14.24125	14.27604167	12.82979167	10.418125	7.3565	6.5296875
967	17.63229167	16.19791667	14.286875	12.86125	10.471875	7.395270833	6.5655625
968	20.20145833	18.05	14.78375	12.89	10.48666667	7.391791667	6.559916667
969	19.8725	18.279375	15.30520833	13.05458333	10.52270833	7.4115	6.578979167
970	19.86770833	18.53979167	15.73479167	13.28354167	10.578125	7.449145833	6.6185
971	19.30979167	18.22895833	15.90958333	13.51291667	10.63875	7.481729167	6.649541667
972	17.890625	17.554375	15.99375	13.64395833	10.65604167	7.460666667	6.624895833
973	18.723125	17.92875	16.1225	13.84979167	10.78166667	7.539458333	6.703354167
974	17.95958333	17.47833333	16.08666667	13.95520833	10.84770833	7.550604167	6.70925
975	17.12333333	17.083125	16.06145833	14.01291667	10.90083333	7.554104167	6.711145833
976	14.94833333	15.76854167	15.80333333	14.078125	10.99270833	7.6018125	6.760354167
977	13.30645833	14.33916667	15.25666667	14.09083333	11.12416667	7.676875	6.830145833
978	14.30020833	14.82166667	14.94708333	13.93208333	11.16104167	7.6741875	6.82125
979	12.2725	13.44729167	14.59020833	13.833125	11.24020833	7.725895833	6.867875
980	15.93416667	15.19583333	14.444375	13.708125	11.30104167	7.769875	6.9028125
981	16.83416667	16.10229167	14.70770833	13.59854167	11.30583333	7.776479167	6.902145833
982	14.115625	14.65604167	14.69270833	13.56520833	11.28916667	7.775541667	6.89475
983	15.83333333	15.409375	14.63	13.57166667	11.31729167	7.8186875	6.926229167
984	16.866875	16.134375	14.75125	13.546875	11.32666667	7.848916667	6.948375
985	14.491875	14.88291667	14.72625	13.565625	11.34979167	7.892333333	6.9835
986	12.096875	13.37895833	14.401875	13.54958333	11.365	7.9270625	7.013145833
987	10.94791667	12.35083333	13.92708333	13.49375	11.41354167	7.9936875	7.074291667
988	11.78479167	12.50833333	13.52583333	13.304375	11.39479167	7.9921875	7.0621875
989	12.30927083	12.98979167	13.45479167	13.12645833	11.37833333	8.008020833	7.072875
990	8.6190625	10.630625	13.06625	13.04458333	11.415	8.078708333	7.140958333
991	9.795041667	10.79729167	12.57333333	12.86145833	11.40125	8.108041667	7.1633125
992	13.75083333	13.19229167	12.65	12.645625	11.359375	8.114208333	7.161479167
993	15.551875	14.531875	13.004375	12.52395833	11.29916667	8.113958333	7.155395833
994	13.46104167	13.639375	13.26541667	12.54395833	11.27729167	8.166875	7.208875
995	10.39391667	11.76270833	13.05479167	12.58166667	11.25208333	8.200166667	7.241833333
996	8.3820625	10.05625	12.48604167	12.54770833	11.26145833	8.2665625	7.3080625
997	11.48770833	11.67791667	12.25270833	12.40125	11.2475	8.304791667	7.343166667
998	10.965	11.48791667	12.18625	12.22125	11.18104167	8.2834375	7.320395833
999	10.096	10.90291667	12.05333333	12.12604167	11.16125	8.318520833	7.358145833
1000	12.14979167	12.04145833	12.06666667	12.06166667	11.15458333	8.374375	7.416854167
1001	14.52729167	13.61604167	12.30583333	11.97979167	11.09395833	8.3675	7.4075
1002	13.821875	13.68020833	12.63583333	11.90145833	10.955	8.287916667	7.327416667
1003	9.488083333	10.89604167	12.503125	12.07354167	11.029375	8.421041667	7.469333333
1004	12.3775	12.3025	12.29104167	12.04395833	10.998125	8.431458333	7.482979167
1005	11.27466667	11.88479167	12.30083333	11.985	10.96791667	8.44125	7.498854167
1006	8.059791667	9.687083333	11.85125	11.86854167	10.88333333	8.390208333	7.452916667
1007	8.812854167	9.873541667	11.53041667	11.786875	10.89458333	8.435625	7.503229167
1008	10.16	10.648125	11.42770833	11.63395833	10.85458333	8.431666667	7.5050625
1009	9.8275	10.511875	11.381875	11.52	10.82	8.433958333	7.518458333
1010	8.818916667	9.867916667	11.061875	11.38979167	10.76104167	8.417916667	7.501708333
1011	6.535145833	8.420604167	10.668125	11.278125	10.77125	8.476666667	7.5641875
1012	7.892895833	8.7205625	10.296875	11.119375	10.77875	8.536666667	7.629791667
1013	8.822104167	9.343125	10.22791667	10.90083333	10.71208333	8.528541667	7.628229167
1014	9.7829375	9.865	10.27416667	10.769375	10.659375	8.54375	7.652083333
1015	11.3325	10.883125	10.48645833	10.678125	10.57041667	8.527708333	7.639354167
1016	10.73645833	10.88291667	10.734375	10.63666667	10.465	8.496666667	7.614479167
1017	7.360395833	9.008770833	10.58916667	10.66666667	10.40229167	8.49375	7.618645833
1018	6.687729167	8.148333333	10.09270833	10.60875	10.36333333	8.512708333	7.646270833
1019	7.736104167	8.483541667	9.742916667	10.43770833	10.29895833	8.492291667	7.628416667
1020	6.744979167	7.831958333	9.448333333	10.28229167	10.27416667	8.516458333	7.657479167
1021	6.362708333	7.349979167	9.0725	10.06791667	10.20229167	8.500208333	7.651833333
1022	5.1285625	6.630145833	8.748958333	9.830208333	10.09666667	8.455208333	7.6134375
1023	4.9896875	6.327645833	8.411041667	9.6425	10.035625	8.459583333	7.627333333
1024	3.564083333	5.386270833	8.038604167	9.430416667	9.960208333	8.456041667	7.633645833
1025	3.593708333	5.107916667	7.624291667	9.216041667	9.8975	8.469583333	7.6561875
1026	4.075125	5.214625	7.335895833	8.982708333	9.829791667	8.482916667	7.680020833
1027	3.374416667	4.81475	7.101020833	8.722708333	9.708125	8.44875	7.659125
1028	3.394770833	4.674895833	6.872	8.526666667	9.615416667	8.448541667	7.667041667
1029	3.317354167	4.534520833	6.720083333	8.393958333	9.578125	8.508333333	7.739583333
1030	4.491583333	5.173791667	6.627875	8.180604167	9.445416667	8.464583333	7.7088125
1031	3.898354167	4.9144375	6.616270833	8.05325	9.350416667	8.468125	7.728208333
1032	2.009895833	3.854666667	6.356625	7.864604167	9.180208333	8.399791667	7.665479167
1033	1.5363125	3.171770833	5.931979167	7.724979167	9.107708333	8.420416667	7.704395833
1034	1.634604167	3.096041667	5.6138125	7.557104167	9.058125	8.453958333	7.754729167
1035	3.073041667	3.7801875	5.498083333	7.339104167	8.9525	8.438541667	7.7515625
1036	3.914145833	4.4434375	5.643916667	7.17775	8.830625	8.408333333	7.737645833
1037	2.667916667	3.912333333	5.671958333	7.07825	8.697916667	8.371041667	7.713104167
1038	2.101291667	3.392916667	5.5061875	7.042375	8.650833333	8.42	7.781020833
1039	3.941791667	4.2766875	5.3920625	6.881708333	8.508333333	8.357083333	7.735270833
1040	1.935395833	3.395291667	5.353729167	6.749583333	8.378958333	8.309375	7.700791667
1041	1.5289375	2.962770833	5.123645833	6.640208333	8.262291667	8.266666667	7.6708125
1042	1.146520833	2.493791667	4.820125	6.491333333	8.149729167	8.220958333	7.643458333
1043	0.8465625	2.056583333	4.481604167	6.345479167	8.089729167	8.234375	7.6811875
1044	1.029395833	2.103270833	4.2690625	6.205083333	8.0500625	8.261458333	7.726333333
1045	0.994125	2.048958333	4.0904375	6.01125	7.951354167	8.22875	7.713354167
1046	0.9011875	1.951520833	3.9133125	5.793208333	7.800375	8.1479375	7.648708333
1047	0.704770833	1.777729167	3.8049375	5.647125	7.695520833	8.122	7.639
1048	0.5234375	1.63325	3.735291667	5.576958333	7.648520833	8.150854167	7.686145833
1049	0.696208333	1.711333333	3.617041667	5.432208333	7.527125	8.103395833	7.6565
1050	0.82525	1.804375	3.605854167	5.3676875	7.479895833	8.125708333	7.700375
1051	0.8546875	1.8093125	3.53175	5.236708333	7.354708333	8.071354167	7.663416667
1052	0.85775	1.765458333	3.429895833	5.1058125	7.2224375	8.001395833	7.6101875
1053	0.78075	1.6821875	3.3219375	4.957479167	7.076125	7.923229167	7.550583333
1054	0.645270833	1.568916667	3.2881875	4.913125	7.030833333	7.943375	7.59275
1055	0.733208333	1.587	3.218833333	4.8454375	6.951458333	7.919354167	7.584458333
1056	0.56125	1.435333333	3.067104167	4.678770833	6.7930625	7.818083333	7.501895833
1057	-1.2868125	0.487	2.8400625	4.5043125	6.626375	7.706541667	7.4096875
1058	-3.072083333	-0.344666667	2.611520833	4.399916667	6.5364375	7.6656875	7.388270833
1059	-1.971041667	-0.179541667	2.498395833	4.391479167	6.5756875	7.75775	7.504416667
1060	-0.236958333	0.3996875	2.372916667	4.2650625	6.485166667	7.711770833	7.470708333
1061	-2.088333333	-0.309916667	2.181354167	4.080916667	6.344083333	7.618916667	7.397916667
1062	-1.952291667	-0.372729167	2.030479167	3.930854167	6.232520833	7.557583333	7.356395833
1063	-0.593333333	0.0640625	1.944041667	3.8115625	6.135729167	7.508333333	7.325375
1064	-1.08	-0.106291667	1.879625	3.729916667	6.080979167	7.506395833	7.3450625
1065	-0.466041667	0.151041667	1.897479167	3.7044375	6.062583333	7.535916667	7.389416667
1066	-0.443125	0.140291667	1.804854167	3.568916667	5.930604167	7.4535	7.323479167
1067	-0.4475	0.160520833	1.802104167	3.532520833	5.894479167	7.465479167	7.354958333
1068	-0.129166667	0.277208333	1.7595625	3.445895833	5.796145833	7.411583333	7.3154375
1069	-0.31	0.186875	1.675208333	3.329229167	5.669020833	7.32675	7.250520833
1070	-0.354583333	0.117895833	1.559729167	3.176479167	5.499166667	7.194229167	7.1358125
1071	-0.4775	0.022979167	1.4498125	3.03875	5.348604167	7.081666667	7.0453125
1072	-0.730208333	-0.128479167	1.3264375	2.885104167	5.177833333	6.945958333	6.9275625
1073	-0.87	-0.1425	1.365916667	2.9081875	5.190520833	6.997604167	6.996854167
1074	-0.772083333	-0.106479167	1.351291667	2.861875	5.1174375	6.952479167	6.964958333
1075	-0.896458333	-0.181479167	1.286979167	2.780125	5.019708333	6.884666667	6.914729167
1076	-1.071041667	-0.2568125	1.253875	2.732333333	4.957916667	6.85075	6.898625
1077	-0.972083333	-0.183125	1.310875	2.770333333	4.9800625	6.900479167	6.960979167
1078	-0.8175	-0.135458333	1.285645833	2.7236875	4.914229167	6.856104167	6.931833333
1079	-0.841666667	-0.159791667	1.249875	2.669416667	4.8451875	6.809875	6.899770833
1080	-0.931875	-0.239604167	1.1589375	2.562833333	4.724291667	6.7086875	6.818020833
1081	-0.923541667	-0.202916667	1.202625	2.5905625	4.737166667	6.743958333	6.864666667
1082	-0.660833333	-0.1045	1.196958333	2.563416667	4.692416667	6.717270833	6.850520833
1083	-0.543333333	-0.026458333	1.2395625	2.5955625	4.715145833	6.758229167	6.9106875
1084	-0.605833333	-0.079479167	1.170395833	2.5024375	4.601666667	6.659583333	6.822083333
1085	-0.772708333	-0.1931875	1.071291667	2.385979167	4.470583333	6.54325	6.7204375
1086	-0.736041667	-0.115020833	1.165354167	2.470020833	4.542375	6.631458333	6.822458333
1087	-0.629583333	-0.109583333	1.102833333	2.385291667	4.437104167	6.536666667	6.738979167
1088	-0.693541667	-0.20575	0.972041667	2.234270833	4.267854167	6.37625	6.593625
1089	-0.877291667	-0.258333333	0.98725	2.250125	4.279979167	6.4063125	6.640875
1090	-0.679791667	-0.1218125	1.082020833	2.321770833	4.328125	6.463895833	6.703708333
1091	-0.639375	-0.178125	0.961020833	2.1853125	4.177125	6.321708333	6.576
1092	-0.416666667	0.050979167	1.186354167	2.400416667	4.380375	6.539104167	6.804270833
1093	-0.342083333	0.023541667	1.0849375	2.269666667	4.22625	6.389875	6.660458333
1094	-0.593125	-0.204875	0.851541667	2.017583333	3.956291667	6.121229167	6.408604167
1095	-0.98125	-0.38875	0.7756875	1.9390625	3.870291667	6.0465	6.349020833
1096	-1.1175	-0.4409375	0.769208333	1.921625	3.837020833	6.018791667	6.333291667
1097	-1.161041667	-0.466875	0.753479167	1.8939375	3.793770833	5.981895833	6.304479167
1098	-1.218125	-0.491458333	0.745625	1.8783125	3.764979167	5.957666667	6.29225
1099	-1.120833333	-0.343541667	0.928895833	2.062708333	3.943541667	6.148395833	6.491145833
1100	-0.791458333	-0.250354167	0.884458333	1.990020833	3.8430625	6.043958333	6.3903125
1101	-1.011875	-0.443125	0.697770833	1.801354167	3.650729167	5.8551875	6.218645833
1102	-1.19375	-0.516875	0.677875	1.773604167	3.612645833	5.821354167	6.193708333
1103	-1.124375	-0.450145833	0.743291667	1.832979167	3.663083333	5.876229167	6.257
1104	-1.139375	-0.502208333	0.665333333	1.739166667	3.556208333	5.772916667	6.161104167
1105	-1.026458333	-0.357916667	0.832166667	1.907479167	3.724604167	5.952291667	6.349895833
1106	-0.752708333	-0.212708333	0.902083333	1.960541667	3.762541667	5.993375	6.393604167
1107	-0.477083333	-0.11	0.898708333	1.941291667	3.730958333	5.964166667	6.3705625
1108	-0.34375	-0.062604167	0.879083333	1.907395833	3.687458333	5.924916667	6.339854167
1109	-0.33	-0.080791667	0.821458333	1.831583333	3.5963125	5.8335	6.254895833
1110	-0.479583333	-0.158791667	0.773458333	1.775395833	3.530979167	5.7695	6.202541667
1111	-0.697291667	-0.256041667	0.743125	1.739979167	3.489333333	5.7335	6.1760625
1112	-0.643958333	-0.222291667	0.761916667	1.743708333	3.473958333	5.71825	6.163479167
1113	-0.601041667	-0.227145833	0.723145833	1.695145833	3.41275	5.655375	6.1123125
1114	-0.555625	-0.145541667	0.823375	1.790729167	3.499833333	5.747208333	6.210020833
1115	-0.528125	-0.155208333	0.783520833	1.738354167	3.4339375	5.684208333	6.1489375
1116	-0.561458333	-0.251770833	0.639375	1.579708333	3.259083333	5.503416667	5.977291667
1117	-0.737083333	-0.352083333	0.582020833	1.52325	3.2	5.448354167	5.934
1118	-0.721875	-0.315958333	0.624666667	1.550229167	3.2080625	5.4531875	5.941958333
1119	-0.834791667	-0.379583333	0.589666667	1.5141875	3.1668125	5.4130625	5.912854167
1120	-0.772083333	-0.278541667	0.70875	1.624104167	3.264729167	5.51525	6.013979167
1121	-0.689375	-0.285979167	0.647104167	1.554083333	3.18025	5.424375	5.932354167
1122	-0.729583333	-0.338958333	0.577958333	1.476583333	3.093125	5.337458333	5.848979167
1123	-0.772708333	-0.3949375	0.511875	1.403770833	3.010770833	5.250416667	5.771791667
1124	-0.842916667	-0.414979167	0.517875	1.406541667	3.008708333	5.249416667	5.776625
1125	-0.828541667	-0.3725	0.573583333	1.460166667	3.056375	5.300666667	5.832645833
1126	-0.722083333	-0.329291667	0.573104167	1.440916667	3.015604167	5.252333333	5.784458333
1127	-0.841666667	-0.421166667	0.4941875	1.362270833	2.9339375	5.170041667	5.713666667
1128	-0.787708333	-0.363541667	0.5505	1.412770833	2.976354167	5.214	5.759583333
1129	-0.884791667	-0.462708333	0.444333333	1.299979167	2.855583333	5.090395833	5.64175
1130	-0.795416667	-0.395979167	0.495645833	1.343583333	2.888770833	5.121083333	5.676625
1131	-0.841041667	-0.4338125	0.45625	1.2965	2.831833333	5.059833333	5.6195
1132	-0.847916667	-0.42	0.4778125	1.3173125	2.8489375	5.078770833	5.644708333
1133	-0.858125	-0.426708333	0.467895833	1.299	2.8204375	5.04625	5.616020833
1134	-0.815208333	-0.395166667	0.487416667	1.3098125	2.8204375	5.043270833	5.615916667
1135	-0.887083333	-0.437	0.456625	1.277854167	2.784375	5.005958333	5.583541667
1136	-0.892291667	-0.44875	0.437625	1.251875	2.750145833	4.969229167	5.551770833
1137	-0.978958333	-0.498125	0.3998125	1.207166667	2.696125	4.911354167	5.4973125
1138	-1.031666667	-0.48875	0.4445	1.257083333	2.747125	4.965395833	5.5571875
1139	-0.810416667	-0.3606875	0.523166667	1.322979167	2.799604167	5.013520833	5.605041667
1140	-0.698541667	-0.326041667	0.512875	1.307145833	2.777041667	4.990854167	5.582770833
1141	-0.64	-0.3416875	0.449375	1.238416667	2.700125	4.906458333	5.506708333
1142	-0.594583333	-0.317708333	0.453708333	1.239645833	2.6990625	4.907958333	5.509395833
1143	-0.56	-0.286041667	0.4795	1.262354167	2.715395833	4.91975	5.528229167
1144	-0.552083333	-0.281041667	0.474479167	1.244916667	2.688041667	4.892020833	5.497541667
1145	-0.4045625	-0.15475	0.587229167	1.36025	2.800229167	5.003229167	5.615770833
1146	-0.329041667	-0.105291667	0.6139375	1.378041667	2.807833333	5.007375	5.62075
1147	-0.338541667	-0.144791667	0.544708333	1.295020833	2.7139375	4.913208333	5.525083333
1148	-0.388541667	-0.239583333	0.424145833	1.171604167	2.584041667	4.776125	5.395041667
1149	-0.309416667	-0.1775625	0.469333333	1.214145833	2.619916667	4.808333333	5.433041667
1150	-0.319145833	-0.184208333	0.456375	1.1958125	2.595625	4.7819375	5.411041667
1151	-0.35025	-0.206708333	0.429229167	1.1591875	2.548916667	4.730333333	5.361958333
1152	-0.478125	-0.314166667	0.327729167	1.0531875	2.436416667	4.614875	5.250291667
1153	-0.516041667	-0.33125	0.319041667	1.041645833	2.41925	4.597354167	5.23475
1154	-0.571875	-0.3725	0.2830625	0.999395833	2.3655	4.53675	5.1791875
1155	-0.614166667	-0.370208333	0.3090625	1.0275	2.39225	4.565395833	5.210458333
1156	-0.689166667	-0.408541667	0.282854167	0.990854167	2.340375	4.504604167	5.150916667
1157	-0.900416667	-0.497291667	0.262666667	0.975583333	2.322708333	4.485083333	5.137083333
1158	-0.922916667	-0.497916667	0.279375	0.993145833	2.336875	4.497895833	5.149625
1159	-0.685833333	-0.354604167	0.36775	1.070416667	2.4009375	4.555791667	5.206354167
1160	-0.688541667	-0.356458333	0.369604167	1.0815	2.4176875	4.574875	5.232041667
1161	-0.472708333	-0.1878125	0.50475	1.2063125	2.531395833	4.6810625	5.33375
1162	-0.463125	-0.229583333	0.4265	1.119770833	2.437833333	4.585791667	5.2375625
1163	-0.370041667	-0.172854167	0.460125	1.153270833	2.467458333	4.608125	5.267854167
1164	-0.3025	-0.125833333	0.487875	1.173583333	2.483583333	4.624729167	5.28175
1165	-0.180291667	-0.036479167	0.556958333	1.238520833	2.540541667	4.678229167	5.337541667
1166	-0.0716875	-0.0304375	0.496104167	1.169458333	2.4644375	4.596479167	5.256458333
1167	-0.154083333	-0.107479167	0.4106875	1.081916667	2.3731875	4.500729167	5.1678125
1168	-0.065270833	-0.000208333	0.523958333	1.193458333	2.483270833	4.611729167	5.278791667
1169	-0.129583333	-0.08875	0.406916667	1.06	2.336791667	4.459520833	5.122479167
1170	-0.163895833	-0.1195625	0.372208333	1.0228125	2.292645833	4.408208333	5.077895833
1171	-0.199541667	-0.1279375	0.378375	1.031125	2.299104167	4.412645833	5.086854167
1172	-0.147083333	-0.0623125	0.443583333	1.087541667	2.346416667	4.457541667	5.128375
1173	-0.16	-0.072020833	0.434395833	1.073208333	2.323979167	4.432333333	5.1044375
1174	-0.143958333	-0.067	0.4294375	1.0608125	2.304229167	4.408541667	5.080604167
1175	-0.080958333	-0.001291667	0.4988125	1.1301875	2.368208333	4.467145833	5.144270833
1176	-0.125833333	-0.0658125	0.4149375	1.033708333	2.2585625	4.3516875	5.024666667
1177	-0.206708333	-0.143979167	0.340125	0.9600625	2.181479167	4.266875	4.947416667
1178	-0.239354167	-0.173458333	0.309604167	0.926145833	2.141125	4.221020833	4.904104167
1179	-0.235520833	-0.1349375	0.364333333	0.983458333	2.196854167	4.2751875	4.9604375
1180	-0.2501875	-0.1494375	0.347895833	0.9578125	2.160041667	4.232645833	4.916916667
1181	-0.273333333	-0.1429375	0.375666667	0.994145833	2.1995625	4.2736875	4.9628125
1182	-0.18625	-0.0809375	0.4154375	1.015958333	2.205708333	4.2721875	4.953270833
1183	-0.1405625	-0.030104167	0.473020833	1.076333333	2.261604167	4.3203125	5.005854167
1184	-0.106791667	0.007375	0.513833333	1.115666667	2.297541667	4.354395833	5.042291667
1185	-0.0783125	0.017104167	0.511541667	1.104666667	2.279020833	4.332645833	5.017229167
1186	-0.065666667	-0.0070625	0.456020833	1.048479167	2.213291667	4.254708333	4.937125
1187	-0.102104167	-0.053583333	0.371645833	1.000729167	2.171375	4.214	4.9055
1188	-0.057291667	0.004416667	0.4240625	1.05225	2.229104167	4.263458333	4.956
1189	-0.072166667	-0.019291667	0.382958333	1.003666667	2.18275	4.215520833	4.902729167
1190	-0.033979167	0.013104167	0.408291667	1.022791667	2.201770833	4.232375	4.922270833
1191	-0.046479167	0.0104375	0.411145833	1.025520833	2.205854167	4.2345	4.927708333
1192	-0.020479167	0.012479167	0.399104167	1.019458333	2.197229167	4.2253125	4.916291667
1193	0.004770833	0.034166667	0.406125	1.042125	2.222083333	4.246583333	4.939520833
1194	0.0085625	0.038333333	0.407395833	1.018458333	2.1965	4.216520833	4.9085
1195	0.014375	0.054833333	0.428729167	1.034770833	2.212625	4.232395833	4.924916667
1196	-0.002291667	0.0180625	0.363583333	0.9761875	2.147208333	4.162416667	4.853958333
1197	-0.0245	0.008041667	0.351083333	0.964229167	2.1395	4.154770833	4.848229167
1198	-0.037020833	-0.000583333	0.341083333	0.937354167	2.108166667	4.117395833	4.8119375
1199	-0.045604167	-0.011666667	0.326270833	0.913229167	2.075395833	4.081541667	4.781520833
1200	-0.101958333	-0.0701875	0.2685	0.848979167	2.0051875	4.008895833	4.711833333
1201	-0.088770833	-0.050916667	0.291916667	0.8786875	2.030041667	4.029604167	4.734333333
1202	-0.088958333	-0.050583333	0.283104167	0.8710625	2.0208125	4.021854167	4.726520833
1203	-0.0618125	-0.030020833	0.294020833	0.875625	2.019020833	4.013708333	4.716
1204	-0.011208333	0.034875	0.372666667	0.9523125	2.093208333	4.0871875	4.7944375
1205	-0.021145833	0.022166667	0.358333333	0.914625	2.040395833	4.035375	4.741041667
1206	0.0021875	0.054479167	0.40575	0.949875	2.064854167	4.057270833	4.760208333
1207	0.045854167	0.0421875	0.3851875	0.914333333	2.009645833	3.996104167	4.698083333
1208	0.603854167	0.245708333	0.446791667	0.966291667	2.039854167	4.021791667	4.72625
1209	0.947166667	0.435333333	0.445645833	0.959979167	2.008833333	3.981979167	4.684958333
1210	0.203916667	0.152354167	0.451645833	0.977791667	2.004791667	3.966583333	4.671
1211	0.960833333	0.514979167	0.447729167	0.985604167	2.0123125	3.967020833	4.672291667
1212	1.739145833	1.085104167	0.539208333	1.012625	2.033625	3.981	4.689166667
1213	1.466020833	1.110458333	0.6553125	1.032083333	2.009708333	3.945166667	4.651375
1214	1.444583333	1.151875	0.765020833	1.095291667	2.023583333	3.94875	4.652354167
1215	2.292291667	1.7296875	0.887291667	1.142708333	2.021895833	3.929875	4.63425
1216	1.844375	1.616479167	1.110583333	1.188729167	2.015625	3.905875	4.608979167
1217	1.957020833	1.720520833	1.19625	1.23175	1.998833333	3.878583333	4.581791667
1218	1.720208333	1.582270833	1.274520833	1.298583333	2.026270833	3.891729167	4.596375
1219	2.768354167	2.356875	1.426979167	1.344625	2.032229167	3.871583333	4.573645833
1220	3.437541667	2.870604167	1.725541667	1.4635	2.0898125	3.9165625	4.62075
1221	3.467208333	3.093375	2.012333333	1.541708333	2.060916667	3.860354167	4.561208333
1222	3.092375	2.802	2.0848125	1.672166667	2.08175	3.860416667	4.562895833
1223	5.454395833	4.456875	2.431395833	1.820395833	2.137125	3.883458333	4.580895833
1224	4.464916667	4.189625	2.939416667	1.9753125	2.145145833	3.856729167	4.5553125
1225	4.349791667	4.183020833	3.1148125	2.141083333	2.133083333	3.8015	4.494791667
1226	4.721333333	4.396479167	3.277	2.39625	2.255875	3.879520833	4.5765
1227	7.196895833	6.266020833	3.78975	2.554291667	2.290208333	3.855583333	4.546395833
1228	6.696625	6.470708333	4.592354167	2.791333333	2.305916667	3.803958333	4.493625
1229	5.591583333	5.56	4.641708333	3.130916667	2.386479167	3.810729167	4.497916667
1230	4.977625	5.006854167	4.488541667	3.2811875	2.417541667	3.7593125	4.4445625
1231	4.643477273	4.624136364	4.273772727	3.398522727	2.514772727	3.760931818	4.441477273
1232	5.072270833	4.8489375	4.164916667	3.439541667	2.611229167	3.76675	4.444458333
1233	6.297104167	5.703770833	4.320083333	3.489875	2.717416667	3.7885625	4.463104167
1234	7.701666667	6.797666667	4.726145833	3.5761875	2.787583333	3.782208333	4.448520833
1235	7.809979167	7.197770833	5.24625	3.747583333	2.8484375	3.773416667	4.4333125
1236	10.53272917	9.004583333	5.762125	4.022020833	2.950854167	3.8045625	4.458
1237	9.786875	9.021666667	6.463395833	4.282375	2.986979167	3.764375	4.410145833
1238	10.79566667	9.592395833	6.8224375	4.644854167	3.1013125	3.796875	4.4363125
1239	10.40929167	9.483979167	7.1575625	4.936208333	3.193604167	3.794104167	4.4221875
1240	12.06791667	10.683125	7.587375	5.214041667	3.311645833	3.804666667	4.422395833
1241	12.53666667	11.24604167	8.117208333	5.500354167	3.423625	3.801916667	4.407208333
1242	13.43604167	12.02833333	8.65625	5.819666667	3.542229167	3.802979167	4.399208333
1243	13.46333333	12.26770833	9.148958333	6.168375	3.669083333	3.806083333	4.388854167
1244	12.89791667	12.06229167	9.448125	6.508770833	3.813125	3.820979167	4.392395833
1245	13.05979167	12.15	9.626666667	6.80275	3.9640625	3.836208333	4.395270833
1246	13.97208333	12.71875	9.887916667	7.062583333	4.123354167	3.852291667	4.396645833
1247	15.32270833	14.023125	10.48166667	7.2936875	4.24325	3.829583333	4.3588125
1248	15.18416667	14.35916667	10.989375	7.632645833	4.415625	3.863791667	4.3764375
1249	15.09625	14.37520833	11.27854167	7.955645833	4.567875	3.8749375	4.370208333
1250	15.084375	14.3375	11.54416667	8.293333333	4.7419375	3.904541667	4.381583333
1251	14.753125	13.90979167	11.56458333	8.563541667	4.906666667	3.9225	4.379645833
1252	13.399375	13.20958333	11.54520833	8.759166667	5.082604167	3.943604167	4.381375
1253	15.336875	14.2775	11.57333333	8.910208333	5.264333333	3.9720625	4.389833333
1254	14.78875	14.10479167	11.7975	9.058333333	5.437416667	4.008895833	4.409916667
1255	12.835625	12.74291667	11.66541667	9.215833333	5.602833333	4.041375	4.4170625
1256	13.579375	13.12666667	11.54833333	9.279791667	5.748458333	4.06475	4.418145833
1257	13.46708333	13.00395833	11.50958333	9.345	5.907375	4.114916667	4.441625
1258	13.69833333	13.27	11.58270833	9.383125	6.032604167	4.134125	4.434666667
1259	12.41375	12.443125	11.53395833	9.432708333	6.140895833	4.156895833	4.433375
1260	11.745	11.59791667	11.04041667	9.484583333	6.3000625	4.236270833	4.486083333
1261	12.291875	12.12375	11.02708333	9.406458333	6.392291667	4.260125	4.485458333
1262	11.8775	11.80625	11.00895833	9.402083333	6.487166667	4.299791667	4.4975625
1263	12.6775	12.34416667	10.97604167	9.394166667	6.5731875	4.342270833	4.505104167
1264	14.153125	13.67291667	11.50395833	9.466875	6.6851875	4.422916667	4.560791667
1265	15.275625	14.70083333	12.071875	9.622708333	6.740083333	4.448270833	4.557291667
1266	14.81604167	14.51895833	12.50479167	9.884166667	6.8211875	4.497020833	4.579708333
1267	15.34854167	14.90479167	12.70833333	10.14729167	6.926479167	4.559958333	4.617291667
1268	16.17979167	15.63479167	13.129375	10.37041667	7.04	4.620979167	4.6549375
1269	16.873125	16.17979167	13.53041667	10.59125	7.1193125	4.634895833	4.637729167
1270	16.95333333	16.27458333	13.81416667	10.83375	7.224354167	4.67025	4.648583333
1271	16.145	15.889375	13.971875	11.07416667	7.3551875	4.722958333	4.677833333
1272	15.68333333	15.40541667	13.85645833	11.25833333	7.498854167	4.783583333	4.7199375
1273	15.80208333	15.33	13.73770833	11.375625	7.652083333	4.854458333	4.772458333
