 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
    830,         0.5649,         0.4479,         0.5241,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0017,         0.0171,         0.0524,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0548,         0.0277,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.3328
    831,         0.5648,         0.4436,         0.5245,         0.5607,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0017,         0.0171,         0.0524,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0548,         0.0273,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.2339
    832,         0.5649,         0.4393,         0.5264,         0.5607,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0017,         0.0171,         0.0526,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0548,         0.0268,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -16.5557
    833,         0.5650,         0.4351,         0.5290,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0016,         0.0171,         0.0529,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0549,         0.0264,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.4631
    834,         0.5650,         0.4309,         0.5311,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0016,         0.0171,         0.0531,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0549,         0.0260,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.3776
    835,         0.5650,         0.4267,         0.5324,         0.5608,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0016,         0.0171,         0.0532,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0549,         0.0256,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -11.7665
    836,         0.5650,         0.4225,         0.5351,         0.5610,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0016,         0.0171,         0.0535,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0549,         0.0251,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         9.0614
    837,         0.5649,         0.4183,         0.5369,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0016,         0.0171,         0.0537,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0549,         0.0247,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.0112
    838,         0.5650,         0.4142,         0.5394,         0.5610,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0539,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0243,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.7677
    839,         0.5650,         0.4101,         0.5424,         0.5612,         0.5619,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0542,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0239,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.9640
    840,         0.5650,         0.4060,         0.5442,         0.5611,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0544,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0235,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        11.5515
    841,         0.5650,         0.4020,         0.5447,         0.5609,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0545,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0231,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         7.4637
    842,         0.5650,         0.3980,         0.5470,         0.5610,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0547,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0227,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.0347
    843,         0.5649,         0.3940,         0.5487,         0.5610,         0.5618,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0549,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0223,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.4370
    844,         0.5650,         0.3900,         0.5488,         0.5608,         0.5617,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0549,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0219,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.7865
    845,         0.5650,         0.3861,         0.5497,         0.5607,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0550,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0215,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -11.5768
    846,         0.5650,         0.3822,         0.5503,         0.5606,         0.5616,         0.5630,         0.5632,         0.5632,         0.5632,         0.5632,         0.0015,         0.0171,         0.0550,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0211,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -38.7621
    847,         0.5650,         0.3774,         0.5490,         0.5602,         0.5614,         0.5630,         0.5631,         0.5632,         0.5632,         0.5632,         0.0015,         0.0170,         0.0549,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0207,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -55.4268
    848,         0.5650,         0.3730,         0.5466,         0.5598,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0015,         0.0169,         0.0547,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0550,         0.0203,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.4471
    849,         0.5650,         0.3706,         0.5446,         0.5599,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0014,         0.0171,         0.0545,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0551,         0.0200,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        27.9188
    850,         0.5650,         0.3625,         0.5411,         0.5588,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0049,         0.0167,         0.0541,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0507,         0.0196,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        42.8793
    851,         0.5613,         0.5579,         0.5473,         0.5593,         0.5609,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0231,         0.0363,         0.0547,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0328,         0.0192,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        38.3614
    852,         0.5647,         0.5642,         0.5539,         0.5596,         0.5611,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0248,         0.0377,         0.0554,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0317,         0.0187,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        33.9015
    853,         0.5648,         0.5645,         0.5563,         0.5599,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0252,         0.0382,         0.0556,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0313,         0.0182,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        29.5800
    854,         0.5649,         0.5646,         0.5574,         0.5600,         0.5613,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0265,         0.0388,         0.0557,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0300,         0.0177,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        25.5309
    855,         0.5649,         0.5647,         0.5585,         0.5604,         0.5614,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0275,         0.0393,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0289,         0.0172,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        27.6807
    856,         0.5649,         0.5648,         0.5591,         0.5606,         0.5616,         0.5630,         0.5631,         0.5632,         0.5632,         0.5632,         0.0304,         0.0398,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0261,         0.0167,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        24.4524
    857,         0.5649,         0.5646,         0.5588,         0.5604,         0.5614,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0365,         0.0403,         0.0559,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0199,         0.0162,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        19.9974
    858,         0.5649,         0.5646,         0.5584,         0.5601,         0.5613,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0442,         0.0408,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0122,         0.0157,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        15.8411
    859,         0.5648,         0.5645,         0.5581,         0.5599,         0.5613,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0529,         0.0413,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0032,         0.0151,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        12.6702
    860,         0.5649,         0.5645,         0.5583,         0.5600,         0.5613,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0425,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0138,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.4752
    861,         0.5648,         0.5643,         0.5580,         0.5598,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0449,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0114,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         8.0484
    862,         0.5648,         0.5642,         0.5582,         0.5600,         0.5613,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0472,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0092,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.4913
    863,         0.5648,         0.5637,         0.5578,         0.5598,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0489,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0073,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.4648
    864,         0.5648,         0.5631,         0.5577,         0.5597,         0.5611,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0509,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0053,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.1142
    865,         0.5647,         0.5601,         0.5572,         0.5594,         0.5610,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0543,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0015,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.7363
    866,         0.5648,         0.5548,         0.5570,         0.5592,         0.5609,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0555,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.4910
    867,         0.5626,         0.5513,         0.5564,         0.5588,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0563,         0.0551,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -21.4865
    868,         0.5428,         0.5512,         0.5564,         0.5588,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0543,         0.0551,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -37.6291
    869,         0.5509,         0.5543,         0.5575,         0.5595,         0.5610,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0551,         0.0554,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -28.9092
    870,         0.5648,         0.5557,         0.5583,         0.5599,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0556,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         1.3129
    871,         0.5649,         0.5571,         0.5590,         0.5603,         0.5614,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0557,         0.0559,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        19.5651
    872,         0.5649,         0.5578,         0.5594,         0.5606,         0.5615,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0558,         0.0559,         0.0561,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        22.3978
    873,         0.5647,         0.5548,         0.5586,         0.5602,         0.5613,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0555,         0.0559,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        18.5842
    874,         0.5647,         0.5527,         0.5576,         0.5596,         0.5611,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.6896
    875,         0.5646,         0.5513,         0.5568,         0.5591,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.9934
    876,         0.5646,         0.5525,         0.5571,         0.5593,         0.5609,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         8.3077
    877,         0.5644,         0.5504,         0.5563,         0.5588,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0564,         0.0550,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.9969
    878,         0.5645,         0.5515,         0.5565,         0.5589,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0564,         0.0551,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.6019
    879,         0.5647,         0.5525,         0.5569,         0.5591,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.8209
    880,         0.5647,         0.5524,         0.5570,         0.5591,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        11.8849
    881,         0.5648,         0.5538,         0.5576,         0.5595,         0.5610,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0554,         0.0558,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.2188
    882,         0.5648,         0.5534,         0.5577,         0.5595,         0.5610,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0553,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        12.7681
    883,         0.5647,         0.5550,         0.5581,         0.5598,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0555,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        12.7388
    884,         0.5647,         0.5528,         0.5573,         0.5594,         0.5609,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0553,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         9.4702
    885,         0.5646,         0.5516,         0.5567,         0.5591,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.5338
    886,         0.5647,         0.5529,         0.5571,         0.5592,         0.5609,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0553,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         5.3732
    887,         0.5648,         0.5552,         0.5580,         0.5598,         0.5611,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0555,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        16.2643
    888,         0.5648,         0.5556,         0.5583,         0.5599,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0556,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        13.7427
    889,         0.5648,         0.5544,         0.5580,         0.5598,         0.5611,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0554,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.7369
    890,         0.5647,         0.5522,         0.5573,         0.5594,         0.5609,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0552,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         7.3961
    891,         0.5648,         0.5546,         0.5579,         0.5597,         0.5611,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0554,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        17.3715
    892,         0.5648,         0.5548,         0.5582,         0.5599,         0.5612,         0.5629,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0555,         0.0558,         0.0560,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        14.4594
    893,         0.5647,         0.5516,         0.5571,         0.5593,         0.5609,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        10.4660
    894,         0.5646,         0.5504,         0.5564,         0.5589,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0550,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         6.9449
    895,         0.5646,         0.5497,         0.5559,         0.5585,         0.5605,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0549,         0.0556,         0.0558,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.7226
    896,         0.5646,         0.5508,         0.5561,         0.5586,         0.5605,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.9994
    897,         0.5646,         0.5507,         0.5562,         0.5586,         0.5606,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0550,         0.0556,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.1049
    898,         0.5646,         0.5507,         0.5561,         0.5586,         0.5605,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0551,         0.0556,         0.0559,         0.0561,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         4.4112
    899,         0.5647,         0.5530,         0.5569,         0.5591,         0.5608,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0553,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         2.9535
    900,         0.5646,         0.5504,         0.5560,         0.5586,         0.5605,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0550,         0.0556,         0.0559,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.3223
    901,         0.5546,         0.5498,         0.5557,         0.5584,         0.5604,         0.5627,         0.5631,         0.5632,         0.5632,         0.5632,         0.0555,         0.0550,         0.0556,         0.0558,         0.0560,         0.1125,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -30.9662
    902,         0.5647,         0.5531,         0.5569,         0.5590,         0.5607,         0.5628,         0.5631,         0.5632,         0.5632,         0.5632,         0.0565,         0.0553,         0.0557,         0.0559,         0.0561,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         3.6063
