 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4, QC5, QC6, QC7, QC8, Rh_d
   1283,         8.7589,        -2.4490,         6.3098,         4.9938,         4.1365,       446.5319,       514.4794,       459.6288,       279.3947,       264.6343,       211.6223,     38488.5430,     23177.0039,         2.1733
   1284,         8.1668,        -2.7857,         5.3811,         3.7763,         3.4011,       447.8876,       514.8540,       460.7134,       277.7329,       264.5546,       211.9004,     38488.8242,     23177.1367,         1.9801
   1285,         6.8251,        -2.2572,         4.5678,         3.0440,         2.9788,       448.8757,       515.1555,       461.5037,       276.8357,       264.4984,       211.8115,     38489.1055,     23177.2480,         1.5890
   1286,         6.7737,        -2.2658,         4.5079,         3.0018,         2.9546,       449.8414,       515.4527,       462.2768,       275.8802,       264.4402,       211.8548,     38489.3242,     23177.3418,         1.5533
   1287,         7.3121,        -1.8069,         5.5053,         4.2759,         3.7197,       451.4429,       515.8774,       463.5590,       274.4463,       264.3665,       212.1522,     38489.5508,     23177.4355,         1.7856
   1288,         9.7512,        -3.5701,         6.1811,         5.1012,         4.1948,       453.4545,       516.3846,       465.1694,       272.7376,       264.2835,       212.4957,     38489.8320,     23177.5527,         1.9864
   1289,         8.0768,        -3.1978,         4.8790,         3.2832,         3.1306,       454.5556,       516.7101,       466.0515,       271.5047,       264.2152,       212.6033,     38490.1133,     23177.6699,         1.7484
   1290,         5.9637,        -1.8582,         4.1055,         2.3763,         2.6335,       455.2021,       516.9448,       466.5702,       270.7790,       264.1629,       212.4933,     38490.3516,     23177.7637,         1.4720
   1291,         1.7840,         0.8403,         2.6244,         0.2588,         1.3670,       454.7895,       516.9678,       466.2416,       270.3931,       264.1214,       212.2825,     38490.5391,     23177.8574,         1.2574
   1292,         6.8291,        -2.6508,         4.1784,         2.6327,         2.7851,       455.5638,       517.2281,       466.8626,       269.6931,       264.0697,       212.2630,     38490.7266,     23177.9512,         1.3932
   1293,         6.8591,        -2.1811,         4.6780,         3.4050,         3.2604,       456.7230,       517.5658,       467.7920,       268.9142,       264.0153,       212.3090,     38490.9141,     23178.0449,         1.4176
   1294,         7.6138,        -2.7748,         4.8390,         3.4558,         3.2873,       457.9062,       517.9083,       468.7408,       267.8857,       263.9526,       212.4693,     38491.1016,     23178.1387,         1.5517
   1295,         8.1491,        -2.4656,         5.6835,         4.5913,         3.9670,       459.6557,       518.3645,       470.1432,       266.5769,       263.8804,       212.7357,     38491.3203,     23178.2324,         1.7165
   1296,         8.2136,        -2.0297,         6.1839,         5.1921,         4.2966,       461.7027,       518.8807,       471.7838,       265.0405,       263.8003,       213.0351,     38491.6016,     23178.3438,         1.8873
   1297,         7.9354,        -1.6671,         6.2684,         4.9343,         4.1430,       463.6190,       519.3710,       473.3202,       263.0331,       263.7039,       213.5719,     38491.8633,     23178.4590,         2.1253
   1298,         8.4640,        -1.0958,         7.3682,         6.0100,         4.7590,       466.0703,       519.9689,       475.2873,       260.2126,       263.5797,       214.4028,     38492.1875,     23178.5996,         2.6092
   1299,         7.9904,        -1.8852,         6.1052,         4.8035,         4.0164,       467.9156,       520.4462,       476.7678,       258.5804,       263.4940,       214.5286,     38492.5000,     23178.7402,         2.0889
   1300,         7.5249,        -2.9504,         4.5745,         2.9360,         2.9079,       468.8257,       520.7368,       477.5006,       257.6401,       263.4311,       214.4265,     38492.7812,     23178.8770,         1.6666
   1301,         7.3535,        -2.4292,         4.9243,         3.5180,         3.2747,       470.0258,       521.0856,       478.4655,       256.6540,       263.3663,       214.4121,     38493.0625,     23178.9922,         1.6496
   1302,         9.2718,        -3.3604,         5.9114,         4.9818,         4.1840,       471.9561,       521.5809,       480.0144,       255.5379,       263.2967,       214.4483,     38493.3438,     23179.1133,         1.7274
   1303,         7.1343,        -1.8365,         5.2978,         3.7542,         3.4142,       473.2702,       521.9534,       481.0724,       254.1317,       263.2169,       214.6165,     38493.6250,     23179.2422,         1.8836
   1304,         6.0050,        -1.6512,         4.3538,         2.7551,         2.8214,       474.0836,       522.2260,       481.7283,       253.4376,       263.1609,       214.4223,     38493.9062,     23179.3770,         1.5324
   1305,         7.5916,        -2.8418,         4.7498,         3.2989,         3.1575,       475.1678,       522.5530,       482.6013,       252.5437,       263.0978,       214.3938,     38494.1641,     23179.4824,         1.5923
   1306,         7.2954,        -2.6378,         4.6577,         3.1120,         3.0634,       476.1573,       522.8613,       483.3987,       251.6397,       263.0341,       214.3776,     38494.4180,     23179.5879,         1.5942
   1307,         7.7850,        -2.8994,         4.8855,         3.3929,         3.2720,       477.2862,       523.1976,       484.3105,       250.6855,       262.9685,       214.3953,     38494.6680,     23179.6895,         1.6136
   1308,         7.3971,        -2.4654,         4.9317,         3.4411,         3.2831,       478.4377,       523.5388,       485.2505,       249.6446,       262.8999,       214.4600,     38494.9141,     23179.7910,         1.6486
   1309,         7.2184,        -2.2807,         4.9378,         3.4726,         3.3109,       479.6036,       523.8831,       486.2133,       248.6130,       262.8317,       214.5359,     38495.1523,     23179.8848,         1.6269
   1310,         6.4840,        -1.4108,         5.0732,         3.7451,         3.4736,       480.9042,       524.2558,       487.2949,       247.6049,       262.7641,       214.6134,     38495.3828,     23179.9785,         1.5996
   1311,         7.6585,        -3.0119,         4.6466,         3.2455,         3.1980,       481.9536,       524.5789,       488.1857,       246.8847,       262.7061,       214.5463,     38495.5703,     23180.0723,         1.4487
   1312,         7.3312,        -2.8755,         4.4557,         3.1510,         3.1524,       482.9544,       524.8925,       489.0482,       246.3505,       262.6548,       214.4558,     38495.7578,     23180.1660,         1.3034
   1313,         7.0580,        -2.2821,         4.7759,         3.5465,         3.4096,       484.1520,       525.2457,       490.0789,       245.6328,       262.5971,       214.4920,     38495.9453,     23180.2598,         1.3663
   1314,         7.6911,        -2.8546,         4.8365,         3.5793,         3.4029,       485.3645,       525.6022,       491.1328,       244.7837,       262.5350,       214.5814,     38496.1328,     23180.3535,         1.4336
   1315,         6.9532,        -2.3546,         4.5986,         3.3276,         3.3204,       486.4497,       525.9334,       492.0964,       244.2097,       262.4828,       214.5476,     38496.3203,     23180.4473,         1.2782
   1316,         6.9168,        -2.0849,         4.8319,         3.6044,         3.4591,       487.6720,       526.2924,       493.1815,       243.4076,       262.4226,       214.6477,     38496.5078,     23180.5410,         1.3729
   1317,         7.6012,        -2.1194,         5.4818,         4.7111,         4.1436,       489.4460,       526.7621,       494.7195,       242.6629,       262.3647,       214.7167,     38496.6953,     23180.6348,         1.3383
   1318,         7.9031,        -1.8930,         6.0102,         5.5476,         4.6895,       491.6357,       527.3154,       496.5870,       242.0151,       262.3098,       214.6986,     38496.8828,     23180.7285,         1.3207
   1319,         6.9698,        -2.5548,         4.4150,         3.0625,         3.0613,       492.5809,       527.6202,       497.4336,       241.4016,       262.2549,       214.6225,     38497.0703,     23180.8223,         1.3537
   1320,         7.0559,        -2.4600,         4.5959,         3.4709,         3.3417,       493.7292,       527.9659,       498.4524,       240.8712,       262.2030,       214.5845,     38497.2578,     23180.9160,         1.2542
   1321,         7.0777,        -2.6728,         4.4049,         3.1816,         3.1979,       494.7313,       528.2825,       499.3615,       240.4324,       262.1546,       214.4964,     38497.4453,     23181.0098,         1.2070
   1322,         6.4001,        -2.0411,         4.3591,         3.2028,         3.2475,       495.7430,       528.6013,       500.2889,       240.0910,       262.1099,       214.4203,     38497.6367,     23181.1035,         1.1116
   1323,         6.9367,        -1.5570,         5.3796,         4.5298,         4.0007,       497.4169,       529.0527,       501.7573,       239.2148,       262.0462,       214.6043,     38497.8242,     23181.1973,         1.3790
