 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4, QC5, QC6, QC7, QC8, Rh_d
    661,         1.1127,         0.3543,         1.4670,         0.0000,         1.0758,       513.1302,       462.3370,       427.3597,       192.5539,       278.2274,       191.2155,     38436.2031,     23157.2715,         0.3913
    662,         0.0000,         1.4682,         1.4682,         0.0000,         1.0667,       512.5193,       462.3356,       427.0776,       193.0461,       278.2098,       191.1145,     38436.2969,     23157.3184,         0.4015
    663,         0.0000,         1.4718,         1.4718,         0.0000,         1.0455,       511.9090,       462.3341,       426.7800,       193.5308,       278.1913,       191.0039,     38436.3906,     23157.3652,         0.4262
    664,         0.0000,         1.3572,         1.3572,         0.0000,         1.0356,       511.2996,       462.3326,       426.4758,       194.1968,       278.1809,       190.8286,     38436.4844,     23157.4121,         0.3216
    665,         0.0000,         1.3719,         1.3719,         0.0000,         1.0729,       510.6909,       462.3312,       426.1617,       194.8885,       278.1714,       190.6667,     38436.5781,     23157.4590,         0.2990
    666,         0.0045,         1.4378,         1.4423,         0.0000,         1.1673,       510.0829,       462.3297,       425.8467,       195.5999,       278.1631,       190.5163,     38436.6719,     23157.5059,         0.2750
    667,         0.0000,         1.4480,         1.4480,         0.0000,         1.1954,       509.4756,       462.3282,       425.5314,       196.3315,       278.1556,       190.3739,     38436.7656,     23157.5527,         0.2525
    668,         0.1505,         1.0829,         1.2334,         0.0000,         0.9441,       508.8691,       462.3268,       425.2082,       197.0034,       278.1451,       190.2611,     38436.8594,     23157.5996,         0.2893
    669,         0.3634,         0.9911,         1.3545,         0.0000,         1.0742,       508.2633,       462.3253,       424.8771,       197.7032,       278.1355,       190.1356,     38436.9531,     23157.6465,         0.2803
    670,         0.7933,         0.3374,         1.1307,         0.0000,         0.8673,       507.6582,       462.3239,       424.5485,       198.4095,       278.1265,       190.0235,     38437.0469,     23157.6934,         0.2634
    671,         0.0000,         1.1890,         1.1890,         0.0000,         0.9112,       507.0539,       462.3224,       424.2221,       199.0947,       278.1166,       189.9127,     38437.1406,     23157.7402,         0.2778
    672,         0.0000,         1.2783,         1.2783,         0.0000,         1.0257,       506.4502,       462.3209,       423.8976,       199.8129,       278.1084,       189.7946,     38437.2344,     23157.7871,         0.2526
    673,         0.0000,         1.2452,         1.2452,         0.0000,         0.9922,       505.8473,       462.3195,       423.5749,       200.5215,       278.0999,       189.6853,     38437.3281,     23157.8340,         0.2530
    674,         0.0000,         1.1369,         1.1369,         0.0000,         0.9125,       505.2451,       462.3180,       423.2535,       201.2670,       278.0932,       189.5696,     38437.4219,     23157.8359,         0.2244
    675,         0.0000,         1.1684,         1.1684,         0.0000,         0.9310,       504.6436,       462.3165,       422.9341,       201.9751,       278.0850,       189.4788,     38437.5156,     23157.8359,         0.2374
    676,         0.0000,         1.0929,         1.0929,         0.0000,         0.8108,       504.0428,       462.3147,       422.5944,       202.6459,       278.0742,       189.3921,     38437.6094,     23157.8789,         0.2821
    677,         0.0000,         1.0921,         1.0921,         0.0000,         0.7934,       503.4427,       462.3125,       422.2477,       203.3046,       278.0626,       189.3035,     38437.7031,     23157.9258,         0.2987
    678,         0.0125,         1.0846,         1.0971,         0.0000,         0.7747,       502.8434,       462.3103,       421.9016,       203.9233,       278.0494,       189.2278,     38437.7969,     23157.9727,         0.3224
    679,         0.0000,         1.0575,         1.0575,         0.0000,         0.7632,       502.2448,       462.3081,       421.5567,       204.5972,       278.0388,       189.1222,     38437.8906,     23158.0195,         0.2943
    680,         0.0000,         1.0778,         1.0778,         0.0000,         0.7447,       501.6469,       462.3059,       421.1866,       205.2350,       278.0255,       189.0349,     38437.9844,     23158.0664,         0.3331
    681,         0.0000,         1.2165,         1.2165,         0.0000,         0.8790,       501.0497,       462.3037,       420.7955,       205.9148,       278.0132,       188.9129,     38438.0781,     23158.1133,         0.3375
    682,         0.0000,         1.0370,         1.0370,         0.0000,         0.7792,       500.4532,       462.3015,       420.4046,       206.7079,       278.0060,       188.7664,     38438.1719,     23158.1602,         0.2578
    683,         0.0000,         1.1026,         1.1026,         0.0000,         0.8417,       499.8574,       462.2993,       420.0142,       207.4738,       277.9977,       188.6487,     38438.2656,     23158.2070,         0.2609
    684,         0.4124,         0.7703,         1.1827,         0.0000,         0.8965,       499.2623,       462.2971,       419.6242,       208.1923,       277.9875,       188.5516,     38438.3594,     23158.2539,         0.2861
    685,         0.0000,         1.0029,         1.0029,         0.0000,         0.7296,       498.6679,       462.2949,       419.2345,       208.9343,       277.9783,       188.4429,     38438.4531,     23158.3008,         0.2733
    686,         0.0000,         0.8440,         0.8440,         0.0000,         0.5953,       498.0742,       462.2927,       418.8453,       209.7014,       277.9703,       188.3381,     38438.5469,     23158.3281,         0.2487
    687,         0.0459,         0.9337,         0.9796,         0.0000,         0.6608,       497.4813,       462.2905,       418.4564,       210.3453,       277.9570,       188.2824,     38438.6406,     23158.3750,         0.3188
    688,         0.7692,         0.2745,         1.0437,         0.0000,         0.6696,       496.8890,       462.2883,       418.0679,       210.9105,       277.9404,       188.2411,     38438.7344,     23158.4219,         0.3741
    689,         0.5123,         0.5248,         1.0370,         0.0000,         0.6699,       496.2975,       462.2861,       417.6797,       211.4990,       277.9250,       188.1793,     38438.8281,     23158.4688,         0.3671
    690,         0.2209,         0.9170,         1.1378,         0.0000,         0.8330,       495.7066,       462.2839,       417.2919,       212.2009,       277.9144,       188.0663,     38438.9219,     23158.5156,         0.3049
    691,         0.7413,         0.2771,         1.0184,         0.0000,         0.6929,       495.1165,       462.2817,       416.9044,       212.8496,       277.9017,       187.9884,     38439.0156,     23158.5625,         0.3255
    692,         0.0000,         1.0808,         1.0808,         0.0000,         0.7816,       494.5270,       462.2795,       416.5172,       213.5518,       277.8914,       187.8809,     38439.1094,     23158.6094,         0.2991
    693,         0.0000,         0.7311,         0.7311,         0.0000,         0.4990,       493.9383,       462.2773,       416.1305,       214.3555,       277.8856,       187.7451,     38439.2031,     23158.6445,         0.2320
    694,         0.0000,         0.5955,         0.5955,         0.0000,         0.4013,       493.3503,       462.2751,       415.7448,       215.1907,       277.8812,       187.6247,     38439.2969,     23158.6445,         0.1942
    695,         0.0000,         0.7585,         0.7585,         0.0000,         0.5521,       492.7629,       462.2729,       415.3589,       215.9953,       277.8754,       187.5240,     38439.3906,     23158.6445,         0.2064
    696,         0.0000,         0.4886,         0.4886,         0.0000,         0.3093,       492.1763,       462.2708,       414.9851,       216.8325,       277.8716,       187.4069,     38439.4844,     23158.6445,         0.1793
    697,         0.0000,         0.8008,         0.8008,         0.0000,         0.5992,       491.5903,       462.2686,       414.6169,       217.6104,       277.8657,       187.3237,     38439.5781,     23158.6445,         0.2016
    698,         0.0000,         0.7085,         0.7085,         0.0000,         0.5148,       491.0051,       462.2664,       414.2521,       218.3975,       277.8603,       187.2350,     38439.6719,     23158.6445,         0.1938
    699,         0.0000,         0.6878,         0.6878,         0.0000,         0.4940,       490.4206,       462.2642,       413.8906,       219.1780,       277.8547,       187.1499,     38439.7656,     23158.6445,         0.1938
    700,         0.0000,         0.8864,         0.8864,         0.0000,         0.6806,       489.8367,       462.2620,       413.5334,       219.9242,       277.8481,       187.0840,     38439.8594,     23158.6445,         0.2058
    701,         0.0000,         0.8131,         0.8131,         0.0000,         0.5769,       489.2536,       462.2598,       413.1675,       220.6194,       277.8390,       187.0469,     38439.9531,     23158.6445,         0.2362
    702,         0.0000,         0.7602,         0.7602,         0.0000,         0.5070,       488.6711,       462.2576,       412.7873,       221.3038,       277.8289,       187.0147,     38440.0469,     23158.6445,         0.2533
    703,         0.0000,         0.8271,         0.8271,         0.0000,         0.5183,       488.0894,       462.2554,       412.4037,       221.9115,       277.8156,       186.9987,     38440.1406,     23158.6543,         0.3089
    704,         0.0000,         0.5517,         0.5517,         0.0000,         0.3472,       487.5083,       462.2532,       412.0210,       222.7167,       277.8106,       186.8882,     38440.2344,     23158.6543,         0.2045
    705,         0.0000,         0.6573,         0.6573,         0.0000,         0.4569,       486.9279,       462.2510,       411.6495,       223.4961,       277.8049,       186.8015,     38440.3281,     23158.6543,         0.2004
    706,         0.0000,         0.7842,         0.7842,         0.0000,         0.5556,       486.3483,       462.2488,       411.2737,       224.2212,       277.7968,       186.7460,     38440.4219,     23158.6543,         0.2286
    707,         0.0000,         0.5518,         0.5518,         0.0000,         0.3569,       485.7693,       462.2466,       410.9000,       225.0133,       277.7917,       186.6524,     38440.5156,     23158.6543,         0.1949
    708,         0.0000,         0.5965,         0.5965,         0.0000,         0.4015,       485.1909,       462.2444,       410.5396,       225.7819,       277.7862,       186.5712,     38440.6094,     23158.6543,         0.1950
    709,         0.0000,         0.5629,         0.5629,         0.0000,         0.3706,       484.6133,       462.2422,       410.1830,       226.5489,       277.7809,       186.4904,     38440.7031,     23158.6543,         0.1923
    710,         0.0000,         0.2949,         0.2949,         0.0000,         0.1384,       484.0364,       462.2402,       409.8452,       227.3596,       277.7781,       186.3836,     38440.7969,     23158.6543,         0.1565
    711,         0.0000,         0.3476,         0.3476,         0.0000,         0.1909,       483.4601,       462.2388,       409.5282,       228.1337,       277.7747,       186.2957,     38440.8906,     23158.6543,         0.1568
    712,         0.0000,         0.4391,         0.4391,         0.0000,         0.2797,       482.8845,       462.2373,       409.2263,       228.8757,       277.7708,       186.2246,     38440.8945,     23158.6543,         0.1594
    713,         0.0000,         0.4278,         0.4278,         0.0000,         0.2707,       482.3096,       462.2358,       408.9308,       229.6111,       277.7668,       186.1566,     38440.8945,     23158.6543,         0.1572
    714,         0.0000,         0.4970,         0.4970,         0.0000,         0.3416,       481.7354,       462.2344,       408.6488,       230.3266,       277.7627,       186.0985,     38440.8945,     23158.6543,         0.1554
    715,         0.0000,         0.6653,         0.6653,         0.0000,         0.4806,       481.1619,       462.2329,       408.3643,       230.9829,       277.7562,       186.0734,     38440.8945,     23158.6543,         0.1847
    716,         0.0000,         0.5451,         0.5451,         0.0000,         0.3757,       480.5891,       462.2314,       408.0736,       231.6816,       277.7513,       186.0247,     38440.8945,     23158.6543,         0.1694
    717,         0.0000,         0.4836,         0.4836,         0.0000,         0.3129,       480.0170,       462.2300,       407.7857,       232.3723,       277.7461,       185.9799,     38440.8945,     23158.6543,         0.1706
    718,         0.0000,         0.5108,         0.5108,         0.0000,         0.3487,       479.4456,       462.2285,       407.5058,       233.0670,       277.7414,       185.9318,     38440.8945,     23158.6543,         0.1621
    719,         0.0000,         0.5916,         0.5916,         0.0000,         0.4251,       478.8748,       462.2271,       407.2315,       233.7424,       277.7361,       185.8938,     38440.8945,     23158.6543,         0.1664
    720,         0.0000,         0.4047,         0.4047,         0.0000,         0.2471,       478.3047,       462.2256,       406.9608,       234.4300,       277.7316,       185.8484,     38440.8945,     23158.6543,         0.1576
    721,         0.0000,         0.2563,         0.2563,         0.0000,         0.1196,       477.7353,       462.2241,       406.7020,       235.1419,       277.7285,       185.7879,     38440.8945,     23158.6543,         0.1367
    722,         0.0000,         0.2898,         0.2898,         0.0000,         0.1647,       477.1665,       462.2227,       406.4620,       235.8458,       277.7259,       185.7300,     38440.8945,     23158.6543,         0.1251
    723,         0.0000,         0.2834,         0.2834,         0.0000,         0.1617,       476.5984,       462.2212,       406.2371,       236.5311,       277.7223,       185.6811,     38440.8945,     23158.6543,         0.1217
    724,         0.0000,         0.2022,         0.2022,         0.0000,         0.0938,       476.0310,       462.2197,       406.0273,       237.2182,       277.7195,       185.6297,     38440.8945,     23158.6543,         0.1084
    725,         0.0000,         0.1581,         0.1581,         0.0000,         0.0651,       475.4643,       462.2189,       405.8381,       237.9033,       277.7174,       185.5775,     38440.8945,     23158.6543,         0.0930
    726,         0.0000,         0.1741,         0.1741,         0.0000,         0.0922,       474.8982,       462.2182,       405.6719,       238.5727,       277.7158,       185.5321,     38440.8945,     23158.6543,         0.0819
    727,         0.0000,         0.1980,         0.1980,         0.0000,         0.1266,       474.3328,       462.2175,       405.5183,       239.2325,       277.7144,       185.4979,     38440.8945,     23158.6543,         0.0715
    728,         0.0000,         0.2427,         0.2427,         0.0000,         0.1712,       473.7681,       462.2167,       405.3694,       239.8829,       277.7126,       185.4688,     38440.8945,     23158.6543,         0.0715
    729,         0.0000,         0.2425,         0.2425,         0.0000,         0.1688,       473.2041,       462.2160,       405.2243,       240.5242,       277.7107,       185.4425,     38440.8945,     23158.6543,         0.0736
    730,         0.0000,         0.2711,         0.2711,         0.0000,         0.1984,       472.6408,       462.2153,       405.0826,       241.1613,       277.7088,       185.4177,     38440.8945,     23158.6543,         0.0727
    731,         0.0000,         0.2684,         0.2684,         0.0000,         0.1950,       472.0781,       462.2145,       404.9438,       241.7927,       277.7067,       185.3945,     38440.8945,     23158.6543,         0.0734
    732,         0.0000,         0.1876,         0.1876,         0.0000,         0.1186,       471.5161,       462.2138,       404.8077,       242.4277,       277.7052,       185.3693,     38440.8945,     23158.6543,         0.0690
    733,         0.0000,         0.1633,         0.1633,         0.0000,         0.0973,       470.9617,       462.2131,       404.6750,       243.0553,       277.7037,       185.3441,     38440.8945,     23158.6543,         0.0660
    734,         0.0000,         0.1558,         0.1558,         0.0000,         0.0908,       470.4212,       462.2123,       404.5458,       243.6659,       277.7022,       185.3202,     38440.8945,     23158.6543,         0.0650
    735,         0.0000,         0.1845,         0.1845,         0.0000,         0.1160,       469.8926,       462.2116,       404.4196,       244.2538,       277.7005,       185.3007,     38440.8945,     23158.6543,         0.0686
    736,         0.0000,         0.1350,         0.1350,         0.0000,         0.0696,       469.3728,       462.2109,       404.2956,       244.8359,       277.6990,       185.2792,     38440.8945,     23158.6543,         0.0654
    737,         0.0000,         0.1161,         0.1161,         0.0000,         0.0494,       468.8618,       462.2101,       404.1739,       245.4036,       277.6976,       185.2598,     38440.8945,     23158.6543,         0.0667
    738,         0.0000,         0.1372,         0.1372,         0.0000,         0.0676,       468.3559,       462.2094,       404.0533,       245.9595,       277.6958,       185.2432,     38440.8945,     23158.6543,         0.0696
    739,         0.0000,         0.1016,         0.1016,         0.0000,         0.0299,       467.8530,       462.2087,       403.9335,       246.5077,       277.6936,       185.2282,     38440.8945,     23158.6543,         0.0717
    740,         0.0000,         0.0896,         0.0896,         0.0000,         0.0160,       467.3529,       462.2079,       403.8141,       247.0480,       277.6914,       185.2162,     38440.8945,     23158.6543,         0.0736
    741,         0.1482,        -0.0725,         0.0758,         0.0000,         0.0004,       466.8540,       462.2072,       403.6952,       247.5837,       277.6892,       185.2055,     38440.8945,     23158.6543,         0.0753
    742,         0.0000,         0.0793,         0.0793,         0.0000,         0.0000,       466.3543,       462.2065,       403.5758,       248.1129,       277.6864,       185.1984,     38440.8945,     23158.6543,         0.0793
    743,         0.0000,         0.0792,         0.0792,         0.0000,         0.0000,       465.8528,       462.2057,       403.4559,       248.6454,       277.6839,       185.1908,     38440.8945,     23158.6543,         0.0792
    744,         0.0000,         0.0767,         0.0767,         0.0000,         0.0000,       465.3498,       462.2050,       403.3356,       249.1848,       277.6817,       185.1802,     38440.8945,     23158.6543,         0.0767
    745,         0.0000,         0.0748,         0.0748,         0.0000,         0.0000,       464.8466,       462.2043,       403.2148,       249.7283,       277.6795,       185.1677,     38440.8945,     23158.6543,         0.0748
    746,         0.0000,         0.0735,         0.0735,         0.0000,         0.0000,       464.3439,       462.2036,       403.0940,       250.2739,       277.6773,       185.1539,     38440.8945,     23158.6543,         0.0735
    747,         0.0000,         0.0727,         0.0727,         0.0000,         0.0000,       463.8424,       462.2028,       402.9739,       250.8197,       277.6751,       185.1396,     38440.8945,     23158.6543,         0.0727
    748,         0.0000,         0.0716,         0.0716,         0.0000,         0.0000,       463.3423,       462.2021,       402.8538,       251.3658,       277.6729,       185.1245,     38440.8945,     23158.6543,         0.0716
    749,         0.0000,         0.0709,         0.0709,         0.0000,         0.0000,       462.8441,       462.2014,       402.7342,       251.9108,       277.6707,       185.1089,     38440.8945,     23158.6543,         0.0709
    750,         0.0000,         0.0715,         0.0715,         0.0000,         0.0000,       462.3478,       462.2006,       402.6148,       252.4520,       277.6685,       185.0941,     38440.8945,     23158.6543,         0.0715
    751,         0.0000,         0.0705,         0.0705,         0.0000,         0.0000,       461.8532,       462.1999,       402.4959,       252.9929,       277.6663,       185.0785,     38440.8945,     23158.6543,         0.0705
    752,         0.0000,         0.0686,         0.0686,         0.0000,         0.0000,       461.3609,       462.1992,       402.3775,       253.5346,       277.6648,       185.0612,     38440.8945,     23158.6543,         0.0686
    753,         0.0000,         0.0665,         0.0665,         0.0000,         0.0000,       460.8716,       462.1984,       402.2598,       254.0762,       277.6634,       185.0426,     38440.8945,     23158.6543,         0.0665
    754,         0.0000,         0.0655,         0.0655,         0.0000,         0.0000,       460.3861,       462.1977,       402.1429,       254.6146,       277.6619,       185.0236,     38440.8945,     23158.6543,         0.0655
    755,         0.0000,         0.0642,         0.0642,         0.0000,         0.0000,       459.9046,       462.1970,       402.0270,       255.1501,       277.6604,       185.0042,     38440.8945,     23158.6543,         0.0642
    756,         0.0000,         0.0643,         0.0643,         0.0000,         0.0000,       459.4274,       462.1962,       401.9123,       255.6793,       277.6590,       184.9856,     38440.8945,     23158.6543,         0.0643
    757,         0.0000,         0.0640,         0.0640,         0.0000,         0.0000,       458.9542,       462.1955,       401.7984,       256.2038,       277.6575,       184.9674,     38440.8945,     23158.6543,         0.0640
    758,         0.0000,         0.0645,         0.0645,         0.0000,         0.0000,       458.4849,       462.1948,       401.6855,       256.7217,       277.6560,       184.9503,     38440.8945,     23158.6543,         0.0645
    759,         0.0000,         0.0665,         0.0665,         0.0000,         0.0000,       458.0187,       462.1940,       401.5734,       257.2314,       277.6546,       184.9357,     38440.8945,     23158.6543,         0.0665
    760,         0.0000,         0.0684,         0.0684,         0.0000,         0.0000,       457.5545,       462.1933,       401.4616,       257.7348,       277.6526,       184.9232,     38440.8945,     23158.6543,         0.0684
    761,         0.0000,         0.0689,         0.0689,         0.0000,         0.0000,       457.0914,       462.1926,       401.3503,       258.2356,       277.6505,       184.9114,     38440.8945,     23158.6543,         0.0689
    762,         0.0000,         0.0681,         0.0681,         0.0000,         0.0000,       456.6295,       462.1918,       401.2390,       258.7366,       277.6487,       184.8988,     38440.8945,     23158.6543,         0.0681
    763,         0.0000,         0.0661,         0.0661,         0.0000,         0.0000,       456.1692,       462.1911,       401.1280,       259.2397,       277.6473,       184.8845,     38440.8945,     23158.6543,         0.0661
    764,         0.0000,         0.0646,         0.0646,         0.0000,         0.0000,       455.7111,       462.1904,       401.0175,       259.7427,       277.6458,       184.8692,     38440.8945,     23158.6543,         0.0646
    765,         0.0000,         0.0642,         0.0642,         0.0000,         0.0000,       455.2559,       462.1896,       400.9077,       260.2426,       277.6443,       184.8540,     38440.8945,     23158.6543,         0.0642
    766,         0.0000,         0.0630,         0.0630,         0.0000,         0.0000,       454.8035,       462.1889,       400.7986,       260.7408,       277.6429,       184.8381,     38440.8945,     23158.6543,         0.0630
    767,         0.0000,         0.0631,         0.0631,         0.0000,         0.0000,       454.3543,       462.1882,       400.6902,       261.2344,       277.6414,       184.8229,     38440.8945,     23158.6543,         0.0631
    768,         0.0000,         0.0636,         0.0636,         0.0000,         0.0000,       453.9080,       462.1874,       400.5826,       261.7232,       277.6400,       184.8086,     38440.8945,     23158.6543,         0.0636
    769,         0.0000,         0.0645,         0.0645,         0.0000,         0.0000,       453.4642,       462.1867,       400.4756,       262.2067,       277.6385,       184.7957,     38440.8945,     23158.6543,         0.0645
    770,         0.0000,         0.0647,         0.0647,         0.0000,         0.0000,       453.0225,       462.1860,       400.3690,       262.6870,       277.6370,       184.7834,     38440.8945,     23158.6543,         0.0647
    771,         0.0000,         0.0656,         0.0656,         0.0000,         0.0000,       452.5826,       462.1852,       400.2628,       263.1629,       277.6356,       184.7721,     38440.8945,     23158.6543,         0.0656
    772,         0.0000,         0.0669,         0.0669,         0.0000,         0.0000,       452.1440,       462.1845,       400.1566,       263.6350,       277.6341,       184.7623,     38440.8945,     23158.6543,         0.0669
    773,         0.0000,         0.0678,         0.0678,         0.0000,         0.0000,       451.7061,       462.1838,       400.0508,       264.1041,       277.6319,       184.7536,     38440.8945,     23158.6543,         0.0678
    774,         0.0455,         0.0223,         0.0678,         0.0000,         0.0000,       451.2689,       462.1830,       399.9453,       264.5722,       277.6297,       184.7448,     38440.8945,     23158.6543,         0.0678
    775,         0.0000,         0.0679,         0.0679,         0.0000,         0.0000,       450.8326,       462.1823,       399.8399,       265.0387,       277.6275,       184.7366,     38440.8945,     23158.6543,         0.0679
    776,         0.0000,         0.0680,         0.0680,         0.0000,         0.0000,       450.3973,       462.1816,       399.7344,       265.5041,       277.6253,       184.7285,     38440.8945,     23158.6543,         0.0680
    777,         0.0000,         0.0672,         0.0672,         0.0000,         0.0000,       449.9633,       462.1808,       399.6292,       265.9695,       277.6237,       184.7198,     38440.8945,     23158.6543,         0.0672
    778,         0.0000,         0.0663,         0.0663,         0.0000,         0.0000,       449.5305,       462.1801,       399.5245,       266.4345,       277.6222,       184.7103,     38440.8945,     23158.6543,         0.0663
    779,         0.0000,         0.0654,         0.0654,         0.0000,         0.0000,       449.0996,       462.1794,       399.4200,       266.8990,       277.6208,       184.7004,     38440.8945,     23158.6543,         0.0654
    780,         0.0000,         0.0661,         0.0661,         0.0000,         0.0000,       448.6707,       462.1786,       399.3160,       267.3596,       277.6193,       184.6915,     38440.8945,     23158.6543,         0.0661
    781,         0.0000,         0.0654,         0.0654,         0.0000,         0.0000,       448.2431,       462.1779,       399.2123,       267.8197,       277.6178,       184.6820,     38440.8945,     23158.6543,         0.0654
    782,         0.0000,         0.0641,         0.0641,         0.0000,         0.0000,       447.8174,       462.1772,       399.1090,       268.2797,       277.6164,       184.6718,     38440.8945,     23158.6543,         0.0641
    783,         0.0000,         0.0630,         0.0630,         0.0000,         0.0000,       447.3943,       462.1765,       399.0063,       268.7384,       277.6149,       184.6609,     38440.8945,     23158.6543,         0.0630
    784,         0.0000,         0.0635,         0.0635,         0.0000,         0.0000,       446.9738,       462.1757,       398.9044,       269.1925,       277.6134,       184.6508,     38440.8945,     23158.6543,         0.0635
    785,         0.0512,         0.0130,         0.0642,         0.0000,         0.0000,       446.5554,       462.1750,       398.8028,       269.6424,       277.6120,       184.6419,     38440.8945,     23158.6543,         0.0642
    786,         0.4315,        -0.3673,         0.0642,         0.0000,         0.0000,       446.1390,       462.1743,       398.7018,       270.0893,       277.6105,       184.6334,     38440.8945,     23158.6543,         0.0642
    787,         0.0576,         0.0068,         0.0645,         0.0000,         0.0000,       445.7247,       462.1735,       398.6013,       270.5329,       277.6090,       184.6254,     38440.8945,     23158.6543,         0.0645
    788,         0.5685,        -0.5041,         0.0643,         0.0000,         0.0000,       445.3122,       462.1728,       398.5010,       270.9744,       277.6076,       184.6178,     38440.8945,     23158.6543,         0.0643
    789,         0.0380,         0.0277,         0.0656,         0.0000,         0.0000,       444.8983,       462.1721,       398.4004,       271.4160,       277.6061,       184.6104,     38440.8945,     23158.6543,         0.0656
    790,         0.0000,         0.0666,         0.0666,         0.0000,         0.0000,       444.4838,       462.1713,       398.2996,       271.8569,       277.6046,       184.6033,     38440.8945,     23158.6543,         0.0666
    791,         0.0000,         0.0658,         0.0658,         0.0000,         0.0000,       444.0724,       462.1706,       398.1992,       272.2946,       277.6032,       184.5968,     38440.8945,     23158.6543,         0.0658
    792,         0.1722,        -0.1066,         0.0656,         0.0000,         0.0000,       443.6623,       462.1699,       398.0994,       272.7307,       277.6017,       184.5905,     38440.8945,     23158.6543,         0.0656
    793,         0.0000,         0.0654,         0.0654,         0.0000,         0.0000,       443.2540,       462.1691,       397.9999,       273.1645,       277.6003,       184.5847,     38440.8945,     23158.6543,         0.0654
    794,         0.0000,         0.0653,         0.0653,         0.0000,         0.0000,       442.8481,       462.1684,       397.9010,       273.5951,       277.5988,       184.5792,     38440.8945,     23158.6543,         0.0653
    795,         0.0000,         0.0659,         0.0659,         0.0000,         0.0000,       442.4431,       462.1677,       397.8022,       274.0240,       277.5973,       184.5739,     38440.8945,     23158.6543,         0.0659
    796,         0.0000,         0.0661,         0.0661,         0.0000,         0.0000,       442.0385,       462.1669,       397.7033,       274.4521,       277.5959,       184.5686,     38440.8945,     23158.6543,         0.0661
    797,         0.0782,        -0.0123,         0.0659,         0.0000,         0.0000,       441.6346,       462.1662,       397.6048,       274.8792,       277.5944,       184.5637,     38440.8945,     23158.6543,         0.0659
    798,         0.0000,         0.0669,         0.0669,         0.0000,         0.0000,       441.2286,       462.1655,       397.5057,       275.3078,       277.5927,       184.5587,     38440.8945,     23158.6543,         0.0669
    799,         0.0000,         0.0707,         0.0707,         0.0000,         0.0000,       440.8057,       462.1647,       397.4018,       275.7536,       277.5905,       184.5535,     38440.8945,     23158.6543,         0.0707
    800,         0.0000,         0.0752,         0.0752,         0.0000,         0.0000,       440.3607,       462.1640,       397.2920,       276.2221,       277.5883,       184.5482,     38440.8945,     23158.6543,         0.0752
    801,         0.0000,         0.0755,         0.0755,         0.0000,         0.0000,       439.9154,       462.1633,       397.1818,       276.6907,       277.5861,       184.5430,     38440.8945,     23158.6543,         0.0755
    802,         0.0000,         0.0759,         0.0759,         0.0000,         0.0000,       439.4694,       462.1625,       397.0712,       277.1595,       277.5839,       184.5383,     38440.8945,     23158.6543,         0.0759
    803,         0.4217,        -0.3456,         0.0761,         0.0000,         0.0000,       439.0235,       462.1618,       396.9606,       277.6279,       277.5817,       184.5336,     38440.8945,     23158.6543,         0.0761
    804,         0.2859,        -0.2095,         0.0763,         0.0000,         0.0000,       438.5775,       462.1611,       396.8500,       278.0958,       277.5795,       184.5292,     38440.8945,     23158.6543,         0.0763
    805,         0.0000,         0.0766,         0.0766,         0.0000,         0.0000,       438.1315,       462.1603,       396.7394,       278.5633,       277.5773,       184.5247,     38440.8945,     23158.6543,         0.0766
    806,         0.0000,         0.0769,         0.0769,         0.0000,         0.0000,       437.6854,       462.1596,       396.6283,       279.0310,       277.5751,       184.5205,     38440.8945,     23158.6543,         0.0769
    807,         0.0000,         0.0771,         0.0771,         0.0000,         0.0000,       437.2389,       462.1589,       396.5170,       279.4987,       277.5729,       184.5164,     38440.8945,     23158.6543,         0.0771
    808,         0.0000,         0.0774,         0.0774,         0.0000,         0.0000,       436.7921,       462.1581,       396.4057,       279.9664,       277.5707,       184.5126,     38440.8945,     23158.6543,         0.0774
    809,         0.0000,         0.0777,         0.0777,         0.0000,         0.0000,       436.3452,       462.1574,       396.2943,       280.4339,       277.5685,       184.5088,     38440.8945,     23158.6543,         0.0777
    810,         0.0000,         0.0780,         0.0780,         0.0000,         0.0000,       435.8977,       462.1567,       396.1829,       280.9013,       277.5663,       184.5052,     38440.8945,     23158.6543,         0.0780
    811,         0.1228,        -0.0446,         0.0782,         0.0000,         0.0000,       435.4502,       462.1559,       396.0708,       281.3692,       277.5641,       184.5019,     38440.8945,     23158.6543,         0.0782
    812,         0.6439,        -0.5654,         0.0785,         0.0000,         0.0000,       435.0027,       462.1552,       395.9587,       281.8365,       277.5619,       184.4985,     38440.8945,     23158.6543,         0.0785
    813,         0.5291,        -0.4504,         0.0787,         0.0000,         0.0000,       434.5549,       462.1545,       395.8467,       282.3038,       277.5597,       184.4952,     38440.8945,     23158.6543,         0.0787
    814,         0.0000,         0.0790,         0.0790,         0.0000,         0.0000,       434.1071,       462.1537,       395.7346,       282.7707,       277.5575,       184.4923,     38440.8945,     23158.6543,         0.0790
    815,         0.2117,        -0.1326,         0.0791,         0.0000,         0.0000,       433.6600,       462.1530,       395.6227,       283.2363,       277.5553,       184.4895,     38440.8945,     23158.6543,         0.0791
    816,         0.1824,        -0.1039,         0.0785,         0.0000,         0.0000,       433.2168,       462.1523,       395.5117,       283.6978,       277.5531,       184.4869,     38440.8945,     23158.6543,         0.0785
