 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10
   1240,         0.1428,         0.2253,         0.0000,         0.1380,         0.0000,         0.0049,         0.0113,         8.8935,         9.5306,         6.8890,         7.2326,         8.2724,         8.2339,         7.9790,         7.8167,         7.7536
   1241,         0.1512,         0.2369,         0.0000,         0.1457,         0.0000,         0.0055,         0.0123,         9.6898,        10.1675,         7.0202,         7.2510,         8.2649,         8.2324,         7.9798,         7.8175,         7.7541
   1242,         0.1609,         0.2508,         0.0000,         0.1546,         0.0000,         0.0062,         0.0133,        10.5071,        10.8387,         7.1617,         7.2711,         8.2572,         8.2308,         7.9805,         7.8182,         7.7545
   1243,         0.1061,         0.2098,         0.0217,         0.0992,         0.0000,         0.0069,         0.0144,        11.2573,        11.4724,         7.3139,         7.2943,         8.2498,         8.2291,         7.9811,         7.8190,         7.7550
   1244,         0.0575,         0.1679,         0.0386,         0.0502,         0.0000,         0.0073,         0.0158,        11.8320,        11.9354,         7.4760,         7.3218,         8.2430,         8.2275,         7.9818,         7.8198,         7.7555
   1245,         0.0385,         0.1599,         0.0463,         0.0310,         0.0000,         0.0075,         0.0167,        11.9941,        11.9995,         7.6367,         7.3529,         8.2365,         8.2259,         7.9825,         7.8205,         7.7560
   1246,         0.0251,         0.1689,         0.0538,         0.0175,         0.0000,         0.0075,         0.0175,        11.9946,        11.9995,         7.7890,         7.3870,         8.2303,         8.2243,         7.9832,         7.8213,         7.7565
   1247,         0.1422,         0.2375,         0.0101,         0.1344,         0.0382,         0.0078,         0.0153,        11.9950,        11.9995,         7.9278,         7.4208,         8.2235,         8.2223,         7.9837,         7.8220,         7.7570
   1248,         0.1735,         0.2661,         0.0000,         0.1656,         0.0813,         0.0079,         0.0152,        11.9949,        11.9995,         8.0551,         7.4552,         8.2167,         8.2203,         7.9843,         7.8227,         7.7575
   1249,         0.1574,         0.2364,         0.0000,         0.1494,         0.0686,         0.0080,         0.0152,        11.9949,        11.9995,         8.1789,         7.4932,         8.2104,         8.2183,         7.9848,         7.8235,         7.7580
   1250,         0.1487,         0.2204,         0.0000,         0.1407,         0.0666,         0.0080,         0.0152,        11.9949,        11.9995,         8.2977,         7.5343,         8.2050,         8.2164,         7.9853,         7.8242,         7.7585
   1251,         0.1541,         0.2303,         0.0000,         0.1461,         0.0707,         0.0080,         0.0152,        11.9948,        11.9995,         8.4152,         7.5790,         8.2004,         8.2146,         7.9859,         7.8249,         7.7590
   1252,         0.1337,         0.1929,         0.0000,         0.1257,         0.0483,         0.0080,         0.0153,        11.9948,        11.9995,         8.5216,         7.6229,         8.1959,         8.2127,         7.9864,         7.8257,         7.7595
   1253,         0.1605,         0.2421,         0.0000,         0.1525,         0.0750,         0.0080,         0.0152,        11.9948,        11.9995,         8.6210,         7.6669,         8.1916,         8.2108,         7.9869,         7.8264,         7.7601
   1254,         0.1355,         0.1961,         0.0000,         0.1274,         0.0542,         0.0080,         0.0153,        11.9948,        11.9995,         8.7187,         7.7132,         8.1879,         8.2089,         7.9874,         7.8271,         7.7606
   1255,         0.1310,         0.1880,         0.0000,         0.1230,         0.0525,         0.0080,         0.0153,        11.9932,        11.9995,         8.8113,         7.7605,         8.1850,         8.2072,         7.9878,         7.8278,         7.7611
   1256,         0.1353,         0.1959,         0.0000,         0.1273,         0.0526,         0.0080,         0.0153,        11.9948,        11.9995,         8.8978,         7.8074,         8.1823,         8.2054,         7.9883,         7.8286,         7.7616
   1257,         0.1507,         0.2242,         0.0000,         0.1427,         0.0679,         0.0080,         0.0153,        11.9948,        11.9995,         8.9816,         7.8550,         8.1799,         8.2036,         7.9888,         7.8293,         7.7621
   1258,         0.1370,         0.1990,         0.0000,         0.1290,         0.0516,         0.0080,         0.0153,        11.9948,        11.9995,         9.0601,         7.9021,         8.1777,         8.2017,         7.9892,         7.8300,         7.7626
   1259,         0.1108,         0.1509,         0.0000,         0.1028,         0.0305,         0.0081,         0.0153,        11.9945,        11.9995,         9.1227,         7.9443,         8.1753,         8.1997,         7.9895,         7.8307,         7.7632
   1260,         0.1317,         0.1891,         0.0000,         0.1237,         0.0551,         0.0080,         0.0152,        11.9835,        11.9995,         9.1882,         7.9890,         8.1739,         8.1979,         7.9899,         7.8314,         7.7637
   1261,         0.1199,         0.1675,         0.0000,         0.1118,         0.0376,         0.0080,         0.0153,        11.9949,        11.9995,         9.2559,         8.0353,         8.1727,         8.1961,         7.9903,         7.8321,         7.7642
   1262,         0.1200,         0.1678,         0.0000,         0.1120,         0.0393,         0.0080,         0.0153,        11.9949,        11.9995,         9.3095,         8.0768,         8.1713,         8.1942,         7.9906,         7.8328,         7.7647
   1263,         0.1601,         0.2411,         0.0000,         0.1521,         0.0783,         0.0080,         0.0152,        11.9949,        11.9995,         9.3743,         8.1232,         8.1709,         8.1924,         7.9909,         7.8335,         7.7652
   1264,         0.1994,         0.3130,         0.0000,         0.1913,         0.1117,         0.0081,         0.0152,        11.9948,        11.9995,         9.4541,         8.1760,         8.1713,         8.1909,         7.9913,         7.8342,         7.7658
   1265,         0.2022,         0.3190,         0.0000,         0.1946,         0.1114,         0.0076,         0.0152,        11.9951,        11.9995,         9.5394,         8.2321,         8.1724,         8.1894,         7.9917,         7.8348,         7.7663
   1266,         0.1584,         0.2391,         0.0000,         0.1509,         0.0690,         0.0075,         0.0152,        11.9952,        11.9995,         9.6053,         8.2821,         8.1732,         8.1877,         7.9920,         7.8355,         7.7668
   1267,         0.1926,         0.3017,         0.0000,         0.1851,         0.1038,         0.0076,         0.0152,        11.9952,        11.9995,         9.6613,         8.3285,         8.1740,         8.1861,         7.9922,         7.8362,         7.7673
   1268,         0.1822,         0.2829,         0.0000,         0.1747,         0.0960,         0.0076,         0.0152,        11.9952,        11.9995,         9.7271,         8.3793,         8.1756,         8.1845,         7.9925,         7.8369,         7.7679
   1269,         0.1933,         0.3031,         0.0000,         0.1857,         0.1038,         0.0076,         0.0152,        11.9952,        11.9995,         9.7916,         8.4301,         8.1776,         8.1831,         7.9928,         7.8375,         7.7684
   1270,         0.1894,         0.2960,         0.0000,         0.1818,         0.1014,         0.0076,         0.0152,        11.9952,        11.9995,         9.8533,         8.4804,         8.1800,         8.1816,         7.9931,         7.8382,         7.7689
   1271,         0.1581,         0.2385,         0.0000,         0.1505,         0.0705,         0.0076,         0.0152,        11.9951,        11.9995,         9.9046,         8.5272,         8.1823,         8.1801,         7.9933,         7.8388,         7.7695
   1272,         0.1400,         0.2053,         0.0000,         0.1324,         0.0588,         0.0076,         0.0153,        11.9951,        11.9995,         9.9416,         8.5686,         8.1846,         8.1786,         7.9936,         7.8395,         7.7700
   1273,         0.1568,         0.2362,         0.0000,         0.1492,         0.0755,         0.0076,         0.0152,        11.9951,        11.9995,         9.9835,         8.6117,         8.1875,         8.1772,         7.9938,         7.8401,         7.7706
   1274,         0.1769,         0.2729,         0.0000,         0.1693,         0.0896,         0.0076,         0.0152,        11.9951,        11.9995,        10.0301,         8.6562,         8.1906,         8.1758,         7.9940,         7.8408,         7.7711
   1275,         0.2064,         0.3270,         0.0000,         0.1988,         0.1134,         0.0076,         0.0152,        11.9951,        11.9995,        10.0799,         8.7014,         8.1939,         8.1745,         7.9942,         7.8414,         7.7716
   1276,         0.2101,         0.3336,         0.0000,         0.2025,         0.1188,         0.0076,         0.0152,        11.9951,        11.9995,        10.1336,         8.7483,         8.1976,         8.1732,         7.9944,         7.8421,         7.7722
   1277,         0.2122,         0.3375,         0.0000,         0.2046,         0.1224,         0.0076,         0.0152,        11.9951,        11.9995,        10.1948,         8.7987,         8.2023,         8.1722,         7.9946,         7.8427,         7.7727
   1278,         0.1603,         0.2424,         0.0000,         0.1526,         0.0735,         0.0077,         0.0152,        11.9951,        11.9995,        10.2404,         8.8436,         8.2068,         8.1711,         7.9948,         7.8433,         7.7732
   1279,         0.1545,         0.2318,         0.0000,         0.1468,         0.0751,         0.0077,         0.0152,        11.9951,        11.9995,        10.2755,         8.8849,         8.2117,         8.1700,         7.9950,         7.8439,         7.7738
   1280,         0.1549,         0.2327,         0.0000,         0.1473,         0.0746,         0.0077,         0.0153,        11.9951,        11.9995,        10.3143,         8.9273,         8.2170,         8.1691,         7.9952,         7.8446,         7.7743
   1281,         0.1562,         0.2349,         0.0000,         0.1485,         0.0736,         0.0077,         0.0152,        11.9951,        11.9995,        10.3510,         8.9685,         8.2224,         8.1682,         7.9954,         7.8452,         7.7748
   1282,         0.2077,         0.3294,         0.0000,         0.2000,         0.1158,         0.0077,         0.0152,        11.9951,        11.9995,        10.3886,         9.0093,         8.2279,         8.1674,         7.9956,         7.8458,         7.7754
   1283,         0.2060,         0.3261,         0.0000,         0.1983,         0.1138,         0.0077,         0.0152,        11.9951,        11.9995,        10.4321,         9.0515,         8.2333,         8.1665,         7.9957,         7.8464,         7.7759
   1284,         0.1901,         0.2971,         0.0000,         0.1824,         0.1023,         0.0077,         0.0152,        11.9951,        11.9995,        10.4723,         9.0928,         8.2392,         8.1657,         7.9959,         7.8470,         7.7765
   1285,         0.1581,         0.2383,         0.0000,         0.1504,         0.0729,         0.0077,         0.0152,        11.9951,        11.9995,        10.5035,         9.1307,         8.2451,         8.1649,         7.9960,         7.8476,         7.7770
   1286,         0.1551,         0.2328,         0.0000,         0.1474,         0.0758,         0.0077,         0.0152,        11.9951,        11.9995,        10.5302,         9.1668,         8.2514,         8.1643,         7.9962,         7.8482,         7.7776
   1287,         0.1741,         0.2677,         0.0000,         0.1664,         0.0906,         0.0077,         0.0152,        11.9951,        11.9995,        10.5644,         9.2053,         8.2582,         8.1638,         7.9964,         7.8488,         7.7781
   1288,         0.1906,         0.2980,         0.0000,         0.1829,         0.0993,         0.0077,         0.0152,        11.9951,        11.9995,        10.5964,         9.2421,         8.2646,         8.1632,         7.9965,         7.8494,         7.7787
   1289,         0.1712,         0.2622,         0.0000,         0.1634,         0.0873,         0.0078,         0.0152,        11.9951,        11.9995,        10.6259,         9.2777,         8.2713,         8.1627,         7.9966,         7.8500,         7.7792
   1290,         0.1485,         0.2207,         0.0000,         0.1408,         0.0675,         0.0078,         0.0152,        11.9951,        11.9995,        10.6528,         9.3124,         8.2783,         8.1622,         7.9968,         7.8506,         7.7798
   1291,         0.1309,         0.1884,         0.0000,         0.1232,         0.0510,         0.0078,         0.0153,        11.9951,        11.9995,        10.6694,         9.3427,         8.2852,         8.1618,         7.9969,         7.8511,         7.7803
   1292,         0.1420,         0.2087,         0.0000,         0.1342,         0.0644,         0.0078,         0.0153,        11.9951,        11.9995,        10.6869,         9.3727,         8.2923,         8.1615,         7.9971,         7.8517,         7.7809
   1293,         0.1440,         0.2123,         0.0000,         0.1362,         0.0665,         0.0078,         0.0153,        11.9951,        11.9995,        10.7110,         9.4047,         8.2998,         8.1613,         7.9972,         7.8523,         7.7814
   1294,         0.1550,         0.2324,         0.0000,         0.1472,         0.0740,         0.0078,         0.0152,        11.9951,        11.9995,        10.7363,         9.4368,         8.3075,         8.1612,         7.9974,         7.8529,         7.7820
   1295,         0.1685,         0.2572,         0.0000,         0.1607,         0.0850,         0.0078,         0.0152,        11.9951,        11.9995,        10.7620,         9.4683,         8.3152,         8.1611,         7.9976,         7.8534,         7.7825
   1296,         0.1826,         0.2830,         0.0000,         0.1748,         0.0949,         0.0078,         0.0152,        11.9950,        11.9995,        10.7894,         9.4998,         8.3229,         8.1610,         7.9977,         7.8540,         7.7831
   1297,         0.1886,         0.3118,         0.0065,         0.1808,         0.0670,         0.0078,         0.0152,        11.9950,        11.9995,        10.8174,         9.5314,         8.3307,         8.1610,         7.9978,         7.8545,         7.7836
   1298,         0.1507,         0.3423,         0.0419,         0.1428,         0.0051,         0.0078,         0.0154,        11.9950,        11.9995,        10.8541,         9.5655,         8.3386,         8.1611,         7.9980,         7.8551,         7.7842
   1299,         0.1993,         0.3137,         0.0000,         0.1915,         0.1096,         0.0078,         0.0152,        11.9950,        11.9995,        10.8912,         9.5999,         8.3466,         8.1612,         7.9981,         7.8556,         7.7847
   1300,         0.1646,         0.2501,         0.0000,         0.1568,         0.0822,         0.0078,         0.0152,        11.9950,        11.9995,        10.9165,         9.6308,         8.3549,         8.1614,         7.9983,         7.8562,         7.7852
   1301,         0.1632,         0.2474,         0.0000,         0.1553,         0.0805,         0.0078,         0.0152,        11.9950,        11.9995,        10.9378,         9.6600,         8.3634,         8.1617,         7.9985,         7.8567,         7.7858
   1302,         0.1477,         0.2485,         0.0113,         0.1399,         0.0389,         0.0079,         0.0153,        11.9950,        11.9995,        10.9533,         9.6862,         8.3716,         8.1619,         7.9986,         7.8573,         7.7863
   1303,         0.1313,         0.2565,         0.0251,         0.1234,         0.0246,         0.0079,         0.0154,        11.9950,        11.9995,        10.9747,         9.7140,         8.3801,         8.1623,         7.9988,         7.8578,         7.7869
   1304,         0.1537,         0.2299,         0.0000,         0.1458,         0.0695,         0.0079,         0.0152,        11.9950,        11.9995,        10.9935,         9.7407,         8.3886,         8.1627,         7.9990,         7.8584,         7.7874
   1305,         0.1585,         0.2388,         0.0000,         0.1506,         0.0786,         0.0079,         0.0152,        11.9950,        11.9995,        11.0073,         9.7652,         8.3972,         8.1632,         7.9991,         7.8589,         7.7880
   1306,         0.1405,         0.2303,         0.0094,         0.1326,         0.0419,         0.0079,         0.0153,        11.9950,        11.9995,        11.0270,         9.7916,         8.4060,         8.1638,         7.9993,         7.8594,         7.7885
   1307,         0.0935,         0.2089,         0.0338,         0.0856,         0.0000,         0.0079,         0.0155,        11.9950,        11.9995,        11.0454,         9.8172,         8.4150,         8.1644,         7.9995,         7.8600,         7.7891
   1308,         0.0536,         0.1909,         0.0534,         0.0457,         0.0000,         0.0079,         0.0161,        11.9950,        11.9995,        11.0640,         9.8424,         8.4239,         8.1651,         7.9997,         7.8605,         7.7896
   1309,         0.0278,         0.1723,         0.0621,         0.0199,         0.0000,         0.0079,         0.0169,        11.9950,        11.9995,        11.0827,         9.8674,         8.4330,         8.1659,         7.9999,         7.8610,         7.7902
   1310,         0.0122,         0.1568,         0.0641,         0.0043,         0.0000,         0.0079,         0.0177,        11.9950,        11.9995,        11.1008,         9.8919,         8.4421,         8.1667,         8.0002,         7.8615,         7.7907
   1311,         0.0079,         0.1335,         0.0553,        -0.0000,         0.0000,         0.0079,         0.0185,        11.9950,        11.9995,        11.1145,         9.9144,         8.4512,         8.1676,         8.0004,         7.8621,         7.7913
   1312,         0.0079,         0.1124,         0.0442,        -0.0000,         0.0000,         0.0079,         0.0194,        11.9950,        11.9995,        11.1242,         9.9352,         8.4603,         8.1685,         8.0006,         7.8626,         7.7918
   1313,         0.0079,         0.1100,         0.0375,        -0.0000,         0.0000,         0.0079,         0.0204,        11.9950,        11.9995,        11.1356,         9.9561,         8.4695,         8.1695,         8.0008,         7.8631,         7.7924
   1314,         0.0079,         0.1081,         0.0310,        -0.0000,         0.0000,         0.0079,         0.0216,        11.9950,        11.9995,        11.1474,         9.9767,         8.4787,         8.1706,         8.0011,         7.8636,         7.7929
   1315,         0.0079,         0.0900,         0.0335,        -0.0000,         0.0000,         0.0079,         0.0354,        11.9950,        11.9995,        11.1576,         9.9962,         8.4879,         8.1717,         8.0013,         7.8641,         7.7935
   1316,         0.0092,         0.0901,         0.0824,         0.0012,         0.0000,         0.0080,         0.0835,        11.9880,        11.9995,        11.1678,        10.0153,         8.4971,         8.1728,         8.0016,         7.8646,         7.7940
   1317,         0.0079,         0.0818,         0.0913,        -0.0000,         0.0000,         0.0079,         0.0673,        11.7564,        11.9995,        11.1786,        10.0343,         8.5063,         8.1740,         8.0019,         7.8651,         7.7946
   1318,         0.0076,         0.0838,         0.0779,        -0.0000,         0.0000,         0.0076,         0.0515,        11.2580,        11.9995,        11.1831,        10.0502,         8.5153,         8.1752,         8.0021,         7.8656,         7.7951
   1319,         0.0077,         0.1004,         0.0278,        -0.0000,         0.0000,         0.0077,         0.0212,        11.5322,        11.9995,        11.1884,        10.0658,         8.5242,         8.1764,         8.0024,         7.8662,         7.7957
   1320,         0.0080,         0.0872,         0.0375,         0.0001,         0.0000,         0.0080,         0.0396,        11.9081,        11.9995,        11.1988,        10.0834,         8.5334,         8.1778,         8.0027,         7.8667,         7.7962
   1321,         0.0083,         0.0807,         0.0589,         0.0002,         0.0000,         0.0080,         0.0603,        11.9882,        11.9995,        11.2090,        10.1006,         8.5427,         8.1793,         8.0030,         7.8672,         7.7968
   1322,         0.0079,         0.0694,         0.0772,        -0.0000,         0.0000,         0.0079,         0.0591,        11.7841,        11.9995,        11.2153,        10.1161,         8.5520,         8.1807,         8.0033,         7.8677,         7.7973
   1323,         0.0076,         0.0799,         0.1070,        -0.0000,         0.0000,         0.0076,         0.0704,        11.2810,        11.9995,        11.2242,        10.1321,         8.5612,         8.1823,         8.0036,         7.8682,         7.7978
   1324,         0.0072,         0.0752,         0.1222,        -0.0000,         0.0000,         0.0072,         0.0678,        10.3774,        11.9995,        11.2316,        10.1468,         8.5701,         8.1838,         8.0040,         7.8687,         7.7984
   1325,         0.0065,         0.0556,         0.1196,        -0.0000,         0.0000,         0.0065,         0.0515,         9.1342,        11.9995,        11.2314,        10.1582,         8.5788,         8.1852,         8.0043,         7.8692,         7.7989
   1326,         0.0079,         0.0707,         0.0987,         0.0022,         0.0000,         0.0058,         0.0405,         7.9076,        11.9995,        11.2280,        10.1681,         8.5875,         8.1868,         8.0046,         7.8697,         7.7994
   1327,         0.0258,         0.1643,         0.0560,         0.0199,         0.0000,         0.0059,         0.0114,         8.1737,        11.9995,        11.2344,        10.1809,         8.5963,         8.1884,         8.0050,         7.8702,         7.8000
   1328,         0.0202,         0.1496,         0.0551,         0.0139,         0.0000,         0.0064,         0.0127,         8.9640,        11.9995,        11.2454,        10.1954,         8.6052,         8.1901,         8.0053,         7.8707,         7.8005
   1329,         0.0119,         0.1478,         0.0599,         0.0051,         0.0000,         0.0068,         0.0141,         9.7012,        11.9995,        11.2556,        10.2093,         8.6140,         8.1919,         8.0057,         7.8711,         7.8011
   1330,         0.0075,         0.1552,         0.0643,         0.0003,         0.0000,         0.0072,         0.0157,        10.4526,        11.9995,        11.2662,        10.2231,         8.6228,         8.1936,         8.0061,         7.8716,         7.8016
   1331,         0.0077,         0.1490,         0.0603,        -0.0000,         0.0000,         0.0077,         0.0172,        11.1915,        11.9995,        11.2778,        10.2372,         8.6315,         8.1954,         8.0065,         7.8721,         7.8021
   1332,         0.1066,         0.2266,         0.0300,         0.0985,         0.0215,         0.0081,         0.0158,        11.8416,        11.9995,        11.2887,        10.2508,         8.6401,         8.1972,         8.0069,         7.8726,         7.8027
   1333,         0.1423,         0.2085,         0.0000,         0.1341,         0.0637,         0.0082,         0.0152,        11.9949,        11.9995,        11.3010,        10.2652,         8.6489,         8.1992,         8.0073,         7.8731,         7.8032
   1334,         0.1117,         0.1765,         0.0096,         0.1036,         0.0256,         0.0081,         0.0153,        11.9949,        11.9995,        11.3101,        10.2788,         8.6579,         8.2012,         8.0078,         7.8736,         7.8037
   1335,         0.0752,         0.1574,         0.0280,         0.0671,         0.0000,         0.0081,         0.0156,        11.9949,        11.9995,        11.3197,        10.2926,         8.6671,         8.2032,         8.0082,         7.8741,         7.8043
   1336,         0.0506,         0.1473,         0.0407,         0.0424,         0.0000,         0.0081,         0.0161,        11.9949,        11.9995,        11.3290,        10.3062,         8.6762,         8.2054,         8.0087,         7.8746,         7.8048
   1337,         0.1219,         0.1957,         0.0094,         0.1137,         0.0485,         0.0082,         0.0154,        11.9949,        11.9995,        11.3332,        10.3171,         8.6849,         8.2074,         8.0092,         7.8751,         7.8053
   1338,         0.1390,         0.2025,         0.0000,         0.1309,         0.0600,         0.0082,         0.0152,        11.9949,        11.9995,        11.3373,        10.3276,         8.6934,         8.2095,         8.0097,         7.8756,         7.8059
   1339,         0.1456,         0.2145,         0.0000,         0.1374,         0.0658,         0.0082,         0.0152,        11.9949,        11.9995,        11.3439,        10.3390,         8.7021,         8.2117,         8.0102,         7.8761,         7.8064
   1340,         0.1434,         0.2105,         0.0000,         0.1352,         0.0659,         0.0082,         0.0152,        11.9949,        11.9995,        11.3540,        10.3515,         8.7108,         8.2139,         8.0107,         7.8766,         7.8069
   1341,         0.1329,         0.1912,         0.0000,         0.1247,         0.0575,         0.0082,         0.0153,        11.9949,        11.9995,        11.3652,        10.3648,         8.7198,         8.2162,         8.0112,         7.8771,         7.8075
   1342,         0.1430,         0.2098,         0.0000,         0.1349,         0.0647,         0.0082,         0.0152,        11.9949,        11.9995,        11.3754,        10.3776,         8.7287,         8.2186,         8.0118,         7.8776,         7.8080
   1343,         0.1538,         0.2295,         0.0000,         0.1456,         0.0734,         0.0082,         0.0152,        11.9949,        11.9995,        11.3870,        10.3907,         8.7375,         8.2209,         8.0124,         7.8781,         7.8085
   1344,         0.1315,         0.1886,         0.0000,         0.1233,         0.0547,         0.0082,         0.0153,        11.9949,        11.9995,        11.3969,        10.4032,         8.7463,         8.2233,         8.0130,         7.8786,         7.8091
   1345,         0.1259,         0.1784,         0.0000,         0.1178,         0.0516,         0.0082,         0.0153,        11.9949,        11.9995,        11.4037,        10.4149,         8.7552,         8.2258,         8.0136,         7.8791,         7.8096
   1346,         0.1374,         0.1995,         0.0000,         0.1292,         0.0605,         0.0082,         0.0153,        11.9949,        11.9995,        11.4119,        10.4269,         8.7641,         8.2283,         8.0142,         7.8796,         7.8102
   1347,         0.1464,         0.2160,         0.0000,         0.1383,         0.0670,         0.0082,         0.0152,        11.9949,        11.9995,        11.4211,        10.4389,         8.7729,         8.2308,         8.0148,         7.8801,         7.8107
   1348,         0.1224,         0.1720,         0.0000,         0.1143,         0.0439,         0.0082,         0.0153,        11.9949,        11.9995,        11.4240,        10.4483,         8.7814,         8.2333,         8.0154,         7.8806,         7.8112
   1349,         0.0992,         0.1293,         0.0000,         0.0910,         0.0276,         0.0082,         0.0153,        11.9946,        11.9995,        11.4188,        10.4546,         8.7898,         8.2358,         8.0161,         7.8811,         7.8118
   1350,         0.0910,         0.1142,         0.0000,         0.0828,         0.0220,         0.0082,         0.0153,        11.9927,        11.9995,        11.4140,        10.4610,         8.7983,         8.2384,         8.0167,         7.8816,         7.8123
   1351,         0.0854,         0.1041,         0.0000,         0.0773,         0.0177,         0.0082,         0.0153,        11.9821,        11.9995,        11.4086,        10.4667,         8.8068,         8.2410,         8.0174,         7.8821,         7.8128
   1352,         0.0876,         0.1082,         0.0000,         0.0795,         0.0186,         0.0082,         0.0152,        11.9761,        11.9995,        11.4037,        10.4721,         8.8152,         8.2437,         8.0181,         7.8826,         7.8134
   1353,         0.0927,         0.1171,         0.0000,         0.0843,         0.0221,         0.0083,         0.0153,        11.9936,        11.9995,        11.3990,        10.4769,         8.8234,         8.2463,         8.0188,         7.8831,         7.8139
   1354,         0.0902,         0.1121,         0.0000,         0.0817,         0.0222,         0.0086,         0.0153,        11.9886,        11.9995,        11.3958,        10.4820,         8.8317,         8.2490,         8.0195,         7.8837,         7.8144
   1355,         0.0990,         0.1289,         0.0003,         0.0903,         0.0249,         0.0087,         0.0153,        11.9817,        11.9995,        11.3965,        10.4884,         8.8400,         8.2518,         8.0202,         7.8842,         7.8150
   1356,         0.0732,         0.1168,         0.0141,         0.0645,         0.0000,         0.0087,         0.0154,        11.9879,        11.9995,        11.3975,        10.4945,         8.8482,         8.2546,         8.0210,         7.8847,         7.8155
   1357,         0.0529,         0.1045,         0.0237,         0.0441,         0.0000,         0.0087,         0.0158,        11.9907,        11.9995,        11.3960,        10.4995,         8.8562,         8.2574,         8.0217,         7.8852,         7.8160
   1358,         0.0635,         0.1250,         0.0239,         0.0548,         0.0000,         0.0087,         0.0157,        11.9945,        11.9995,        11.3926,        10.5032,         8.8640,         8.2601,         8.0225,         7.8857,         7.8166
   1359,         0.0912,         0.1461,         0.0125,         0.0826,         0.0108,         0.0086,         0.0154,        11.9946,        11.9995,        11.3921,        10.5076,         8.8717,         8.2629,         8.0232,         7.8862,         7.8171
   1360,         0.1045,         0.1386,         0.0000,         0.0961,         0.0327,         0.0084,         0.0153,        11.9947,        11.9995,        11.3947,        10.5133,         8.8795,         8.2657,         8.0240,         7.8868,         7.8176
   1361,         0.1036,         0.1368,         0.0000,         0.0951,         0.0334,         0.0085,         0.0153,        11.9908,        11.9995,        11.3985,        10.5197,         8.8874,         8.2686,         8.0248,         7.8873,         7.8182
   1362,         0.1069,         0.1427,         0.0000,         0.0983,         0.0351,         0.0086,         0.0153,        11.9897,        11.9995,        11.4040,        10.5267,         8.8954,         8.2716,         8.0257,         7.8878,         7.8187
   1363,         0.1184,         0.1636,         0.0000,         0.1097,         0.0412,         0.0087,         0.0153,        11.9945,        11.9995,        11.4072,        10.5325,         8.9031,         8.2745,         8.0265,         7.8884,         7.8193
   1364,         0.1205,         0.1677,         0.0000,         0.1119,         0.0439,         0.0086,         0.0153,        11.9946,        11.9995,        11.4079,        10.5370,         8.9105,         8.2773,         8.0274,         7.8889,         7.8198
   1365,         0.1252,         0.1769,         0.0000,         0.1170,         0.0511,         0.0083,         0.0153,        11.9948,        11.9995,        11.4135,        10.5434,         8.9181,         8.2803,         8.0282,         7.8894,         7.8203
   1366,         0.1248,         0.1891,         0.0050,         0.1166,         0.0342,         0.0082,         0.0153,        11.9948,        11.9995,        11.4238,        10.5518,         8.9257,         8.2833,         8.0291,         7.8900,         7.8209
   1367,         0.0878,         0.1558,         0.0184,         0.0796,         0.0038,         0.0082,         0.0154,        11.9949,        11.9995,        11.4329,        10.5598,         8.9334,         8.2863,         8.0300,         7.8905,         7.8214
   1368,         0.0999,         0.1306,         0.0000,         0.0917,         0.0279,         0.0082,         0.0153,        11.9949,        11.9995,        11.4348,        10.5655,         8.9409,         8.2893,         8.0309,         7.8910,         7.8219
   1369,         0.0947,         0.1210,         0.0000,         0.0865,         0.0241,         0.0083,         0.0153,        11.9948,        11.9995,        11.4326,        10.5696,         8.9483,         8.2923,         8.0318,         7.8916,         7.8225
   1370,         0.0958,         0.1221,         0.0000,         0.0871,         0.0231,         0.0087,         0.0153,        11.9946,        11.9995,        11.4289,        10.5729,         8.9556,         8.2954,         8.0327,         7.8921,         7.8230
   1371,         0.0983,         0.1266,         0.0000,         0.0895,         0.0255,         0.0088,         0.0153,        11.9944,        11.9995,        11.4238,        10.5751,         8.9627,         8.2984,         8.0337,         7.8927,         7.8235
   1372,         0.0827,         0.0980,         0.0000,         0.0739,         0.0156,         0.0088,         0.0153,        11.9818,        11.9995,        11.4190,        10.5774,         8.9698,         8.3014,         8.0346,         7.8932,         7.8241
   1373,         0.0783,         0.0902,         0.0000,         0.0696,         0.0142,         0.0087,         0.0152,        11.9291,        11.9995,        11.4144,        10.5798,         8.9771,         8.3045,         8.0356,         7.8938,         7.8246
   1374,         0.0775,         0.0891,         0.0000,         0.0689,         0.0141,         0.0086,         0.0151,        11.8707,        11.9995,        11.4112,        10.5825,         8.9843,         8.3077,         8.0366,         7.8944,         7.8251
   1375,         0.0768,         0.0881,         0.0000,         0.0683,         0.0136,         0.0085,         0.0151,        11.8223,        11.9995,        11.4088,        10.5853,         8.9914,         8.3108,         8.0376,         7.8949,         7.8257
   1376,         0.0727,         0.0812,         0.0000,         0.0644,         0.0123,         0.0083,         0.0150,        11.7402,        11.9995,        11.4043,        10.5870,         8.9984,         8.3139,         8.0386,         7.8955,         7.8262
   1377,         0.0731,         0.0824,         0.0000,         0.0649,         0.0123,         0.0082,         0.0149,        11.6634,        11.9995,        11.4003,        10.5887,         9.0054,         8.3171,         8.0396,         7.8961,         7.8267
